State,year_month,PRCP,EVAP,TMIN,TMAX
CA,2005-11,19.2,27.4,-17.0,333.0
CA,2005-12,61.75,13.13,-17.0,289.0
CA,2006-01,34.67,16.53,-11.0,283.0
CA,2006-02,19.03,23.86,-56.0,328.0
CA,2006-03,44.69,26.27,-17.0,322.0
CA,2006-04,45.37,40.88,6.0,406.0
CA,2006-05,14.18,75.28,17.0,467.0
CA,2006-06,0.41,98.76,17.0,517.0
CA,2006-07,0.14,111.83,39.0,528.0
CA,2006-08,0.17,92.92,83.0,494.0
CA,2006-09,0.36,77.28,56.0,478.0
CA,2006-10,2.36,45.31,-28.0,406.0
CA,2006-11,14.26,22.27,-33.0,367.0
CA,2006-12,26.37,16.66,-39.0,267.0
CA,2007-01,5.11,21.4,-67.0,294.0
CA,2007-02,39.0,23.18,-17.0,317.0
CA,2007-03,3.25,42.07,-22.0,389.0
CA,2007-04,11.07,60.72,0.0,444.0
CA,2007-05,2.07,89.42,-11.0,444.0
CA,2007-06,0.17,106.27,28.0,489.0
CA,2007-07,4.88,108.15,17.0,539.0
CA,2007-08,0.08,103.64,44.0,500.0
CA,2007-09,2.6,68.32,11.0,500.0
CA,2007-10,8.92,41.09,22.0,383.0
CA,2007-11,4.12,29.19,-39.0,344.0
CA,2007-12,26.78,18.51,-39.0,306.0
CA,2008-01,67.7,19.39,-44.0,256.0
CA,2008-02,31.68,24.98,-17.0,322.0
CA,2008-03,1.19,41.67,-28.0,344.0
CA,2008-04,1.3,64.55,-6.0,406.0
CA,2008-05,2.03,79.9,-61.0,489.0
CA,2008-06,0.14,98.54,28.0,494.0
CA,2008-07,0.03,96.53,50.0,528.0
CA,2008-08,0.03,98.13,61.0,500.0
CA,2008-09,0.0,74.9,50.0,478.0
CA,2008-10,9.4,47.79,-11.0,422.0
CA,2008-11,17.93,23.58,-6.0,333.0
CA,2008-12,22.33,13.57,-106.0,300.0
CA,2009-01,7.74,19.03,-39.0,306.0
CA,2009-02,77.61,19.48,-17.0,283.0
CA,2009-03,22.37,37.84,-56.0,344.0
CA,2009-04,7.9,56.15,-33.0,428.0
CA,2009-05,18.37,76.15,33.0,478.0
CA,2009-06,6.47,78.79,56.0,494.0
CA,2009-07,0.01,100.86,50.0,533.0
CA,2009-08,0.46,89.28,-11.0,500.0
CA,2009-09,0.8,76.37,-61.0,478.0
CA,2009-10,28.54,43.1,-28.0,389.0
CA,2009-11,4.65,25.15,-39.0,333.0
CA,2009-12,29.11,14.32,-56.0,267.0
CA,2011-01,16.1,11.9,-56.0,256.0
CA,2011-02,42.17,23.34,-56.0,289.0
CA,2011-03,86.91,25.67,-39.0,367.0
CA,2011-04,7.07,53.48,-39.0,394.0
CA,2011-05,18.46,63.63,-6.0,422.0
CA,2011-06,22.15,76.27,-22.0,511.0
CA,2011-07,1.0,87.02,-11.0,506.0
CA,2011-08,0.36,79.88,-22.0,511.0
CA,2011-09,0.79,62.55,-33.0,472.0
CA,2011-10,14.58,37.93,-44.0,422.0
CA,2011-11,17.42,20.06,-33.0,317.0
CA,2011-12,2.84,19.89,-78.0,244.0
CA,2012-01,27.1,19.35,-89.0,289.0
CA,2012-02,12.46,24.18,-67.0,328.0
CA,2012-03,57.62,24.55,-172.0,344.0
CA,2012-04,25.37,48.85,-122.0,450.0
CA,2012-05,1.64,76.88,-28.0,472.0
CA,2012-06,2.34,96.36,-122.0,489.0
CA,2012-07,1.02,93.22,0.0,533.0
CA,2012-08,1.03,88.51,-33.0,522.0
CA,2012-09,0.49,68.97,-28.0,483.0
CA,2012-10,6.31,41.67,-33.0,450.0
CA,2012-11,43.09,22.69,-39.0,356.0
CA,2012-12,74.39,21.96,-50.0,289.0
CA,2013-01,7.87,15.0,-83.0,267.0
CA,2013-02,3.44,24.81,-56.0,289.0
CA,2013-03,12.99,35.01,-28.0,378.0
CA,2013-04,6.7,65.34,-6.0,433.0
CA,2013-05,2.65,80.18,-6.0,461.0
CA,2013-06,5.9,91.77,39.0,533.0
CA,2013-07,0.54,99.95,67.0,539.0
CA,2013-08,0.16,85.14,56.0,494.0
CA,2013-09,4.36,71.91,0.0,472.0
CA,2013-10,1.1,46.52,-6.0,367.0
CA,2013-11,8.68,29.68,-39.0,322.0
CA,2013-12,2.88,21.54,-111.0,294.0
CA,2014-01,2.51,26.78,-56.0,317.0
CA,2014-02,49.06,23.5,-56.0,306.0
CA,2014-03,30.85,39.09,-22.0,356.0
CA,2014-04,12.12,56.87,-6.0,406.0
CA,2014-05,1.03,86.76,6.0,472.0
CA,2014-06,0.05,98.39,28.0,489.0
CA,2014-07,0.14,99.86,61.0,522.0
CA,2014-08,0.58,88.34,44.0,500.0
CA,2014-09,7.02,70.66,17.0,483.0
CA,2014-10,10.3,49.01,11.0,417.0
CA,2014-11,17.83,24.64,-50.0,333.0
CA,2014-12,77.43,16.14,-72.0,267.0
CA,2015-01,2.37,15.45,-83.0,306.0
CA,2015-02,36.2,24.34,-44.0,317.0
CA,2015-03,3.92,42.35,-28.0,394.0
CA,2015-04,10.62,62.92,-39.0,417.0
CA,2015-05,4.17,70.05,-17.0,461.0
CA,2015-06,1.57,95.29,17.0,511.0
CA,2015-07,2.81,93.65,22.0,517.0
CA,2015-08,0.47,90.37,39.0,506.0
CA,2015-09,2.38,99.3,17.0,478.0
CA,2015-10,10.24,46.03,6.0,433.0
CA,2015-11,15.38,22.46,-89.0,350.0
CA,2015-12,42.74,11.83,-78.0,278.0
CA,2016-01,70.03,15.69,-94.0,239.0
CA,2016-02,11.37,24.98,-67.0,333.0
CA,2016-03,60.6,28.74,-61.0,317.0
CA,2016-04,12.35,51.04,-50.0,361.0
CA,2016-05,4.7,66.05,-11.0,378.0
CA,2016-06,2.55,93.69,56.0,433.0
CA,2016-07,0.0,97.03,61.0,444.0
CA,2016-08,0.02,87.84,72.0,439.0
CA,2016-09,0.01,92.92,33.0,417.0
CA,2016-10,40.19,34.1,17.0,361.0
CA,2016-11,25.54,18.99,-39.0,339.0
CA,2016-12,38.72,11.37,-50.0,256.0
CA,2017-01,107.34,14.22,-72.0,261.0
CA,2017-02,105.28,307.84,-61.0,261.0
CA,2017-03,28.14,47.37,-22.0,328.0
CA,2017-04,30.66,43.11,-22.0,328.0
CA,2017-05,1.53,71.34,6.0,383.0
CA,2017-06,2.62,85.81,28.0,439.0
CA,2017-07,0.0,98.9,72.0,433.0
CA,2017-08,0.06,89.76,72.0,461.0
CA,2017-09,1.8,67.72,6.0,456.0
CA,2017-10,4.57,51.08,-28.0,406.0
CA,2017-11,28.3,19.53,-22.0,356.0
CA,2017-12,0.64,19.64,-67.0,300.0
CA,2018-01,34.62,11.41,-39.0,300.0
CA,2018-02,3.03,26.7,-72.0,311.0
CA,2018-03,49.55,23.19,-28.0,333.0
CA,2018-04,16.44,46.53,-11.0,344.0
CA,2018-05,4.02,65.16,17.0,383.0
CA,2018-06,0.02,87.65,22.0,406.0
CA,2018-07,0.24,95.62,89.0,439.0
CA,2018-08,0.0,78.92,83.0,417.0
CA,2018-09,0.21,99.33,33.0,400.0
CA,2018-10,3.29,47.64,-17.0,383.0
CA,2018-11,40.64,26.5,-61.0,356.0
CA,2018-12,22.42,13.15,-33.0,261.0
CA,2019-01,53.38,13.59,-67.0,267.0
CA,2019-02,102.74,5.6,-78.0,222.0
CA,2019-03,57.67,24.91,-33.0,278.0
CA,2019-04,12.11,50.33,6.0,350.0
CA,2019-05,25.14,54.92,11.0,322.0
CA,2019-06,0.16,87.41,33.0,417.0
CA,2019-07,0.19,90.55,83.0,422.0
CA,2019-08,0.83,83.46,78.0,417.0
CA,2019-09,2.06,68.18,11.0,411.0
CA,2019-10,0.48,52.9,-67.0,383.0
CA,2019-11,10.19,28.26,-61.0,361.0
CA,2019-12,51.23,11.92,-17.0,250.0
CA,2020-01,16.94,13.07,-28.0,261.0
CA,2020-02,0.12,30.31,-56.0,300.0
CA,2020-03,27.2,24.06,-33.0,278.0
CA,2020-04,16.12,47.35,-17.0,344.0
CA,2020-05,9.74,71.43,17.0,411.0
CA,2020-06,0.47,88.36,22.0,422.0
CA,2020-07,0.48,97.57,67.0,428.0
CA,2020-08,0.39,84.81,78.0,450.0
CA,2020-09,0.03,63.93,50.0,489.0
CA,2020-10,0.24,53.45,-33.0,428.0
CA,2020-11,8.65,26.89,-72.0,350.0
CA,2020-12,16.04,17.48,-33.0,300.0
CA,2021-01,43.73,15.1,-44.0,344.0
CA,2021-02,12.7,26.82,-33.0,289.0
CA,2021-03,16.95,35.49,-33.0,300.0
CA,2021-04,1.46,61.24,0.0,356.0
CA,2021-05,0.01,85.21,6.0,417.0
CA,2021-06,0.12,101.06,28.0,450.0
CA,2021-07,0.05,106.63,94.0,472.0
CA,2021-08,0.01,84.48,61.0,444.0
CA,2021-09,1.58,74.06,33.0,428.0
CA,2021-10,43.52,42.19,-28.0,367.0
CA,2021-11,13.34,18.41,-11.0,344.0
CA,2021-12,65.74,8.5,-22.0,328.0
CO,1992-03,14.81,24.38,-33.0,194.0
CO,1992-04,6.06,59.42,-94.0,356.0
CO,1992-05,13.32,63.71,-39.0,356.0
CO,1992-06,19.09,67.7,-33.0,361.0
CO,1992-07,19.99,71.13,-17.0,400.0
CO,1992-08,21.43,58.67,-44.0,394.0
CO,1992-09,5.48,62.82,-50.0,378.0
CO,1992-10,6.29,47.07,-44.0,322.0
CO,1993-03,15.25,30.5,-61.0,228.0
CO,1993-04,12.96,50.35,-78.0,294.0
CO,1993-05,16.78,62.01,-28.0,339.0
CO,1993-06,8.45,83.51,-78.0,394.0
CO,1993-07,10.12,86.42,-22.0,417.0
CO,1993-08,22.14,65.27,-17.0,383.0
CO,1993-09,10.25,57.26,-72.0,350.0
CO,1993-10,17.0,41.35,-150.0,333.0
CO,1994-03,2.48,35.33,-39.0,228.0
CO,1994-04,10.58,61.29,-72.0,322.0
CO,1994-05,15.76,71.09,-44.0,350.0
CO,1994-06,10.12,94.73,-50.0,406.0
CO,1994-07,9.03,86.51,-33.0,428.0
CO,1994-08,21.3,74.7,0.0,389.0
CO,1994-09,9.49,59.19,-67.0,356.0
CO,1994-10,14.04,38.8,-61.0,294.0
CO,1995-04,16.63,44.82,-150.0,272.0
CO,1995-05,32.47,50.66,-22.0,328.0
CO,1995-06,20.4,74.36,-50.0,367.0
CO,1995-07,12.22,77.16,-44.0,394.0
CO,1995-08,10.73,77.42,-28.0,406.0
CO,1995-09,15.46,54.44,-106.0,389.0
CO,1995-10,0.97,52.61,-67.0,322.0
CO,1995-11,0.44,18.94,-56.0,217.0
CO,1996-04,5.11,64.18,-67.0,328.0
CO,1996-05,17.9,77.92,-172.0,394.0
CO,1996-06,13.48,78.58,-67.0,372.0
CO,1996-07,18.58,79.43,-50.0,400.0
CO,1996-08,18.77,73.13,11.0,389.0
CO,1996-09,15.88,50.41,-111.0,350.0
CO,1996-10,6.17,45.45,-150.0,328.0
CO,1996-11,0.0,17.47,-61.0,222.0
CO,1997-03,0.0,54.0,-39.0,228.0
CO,1997-04,11.6,51.65,-78.0,294.0
CO,1997-05,14.55,61.46,-56.0,339.0
CO,1997-06,15.83,74.67,-17.0,389.0
CO,1997-07,18.68,84.44,-22.0,400.0
CO,1997-08,29.55,59.8,-11.0,367.0
CO,1997-09,15.76,52.82,-33.0,361.0
CO,1997-10,7.82,49.97,-67.0,339.0
CO,1997-11,0.0,24.44,-44.0,211.0
CO,1998-03,7.11,37.89,-83.0,244.0
CO,1998-04,13.59,55.57,-94.0,317.0
CO,1998-05,8.78,74.21,-72.0,361.0
CO,1998-06,5.59,91.14,-61.0,406.0
CO,1998-07,27.16,78.13,0.0,411.0
CO,1998-08,16.07,67.78,-28.0,372.0
CO,1998-09,6.47,65.98,-44.0,372.0
CO,1998-10,11.4,42.4,-50.0,328.0
CO,1998-11,9.96,13.6,-72.0,217.0
CO,1998-12,0.0,14.2,-33.0,189.0
CO,1999-04,37.89,51.44,-111.0,278.0
CO,1999-05,17.59,67.15,-56.0,333.0
CO,1999-06,13.26,80.5,-67.0,367.0
CO,1999-07,17.45,78.64,11.0,389.0
CO,1999-08,28.54,64.82,-50.0,367.0
CO,1999-09,14.3,50.1,-111.0,372.0
CO,1999-10,8.77,47.01,-83.0,350.0
CO,1999-11,2.42,38.9,-83.0,261.0
CO,2000-03,12.33,32.17,-11.0,217.0
CO,2000-04,8.35,70.45,-94.0,317.0
CO,2000-05,6.83,82.83,-67.0,389.0
CO,2000-06,11.97,86.8,-44.0,394.0
CO,2000-07,11.5,97.31,-17.0,400.0
CO,2000-08,15.41,79.23,-22.0,400.0
CO,2000-09,10.99,67.85,-128.0,389.0
CO,2000-10,15.83,46.38,-61.0,339.0
CO,2000-11,3.62,21.44,-67.0,172.0
CO,2001-04,7.59,63.36,-61.0,317.0
CO,2001-05,17.92,66.28,-83.0,339.0
CO,2001-06,7.5,88.04,-56.0,389.0
CO,2001-07,19.89,87.49,0.0,394.0
CO,2001-08,19.57,73.76,-28.0,394.0
CO,2001-09,6.09,65.53,-56.0,378.0
CO,2001-10,4.92,50.54,-111.0,322.0
CO,2001-11,6.0,25.54,-206.0,244.0
CO,2001-12,1.48,18.32,-156.0,194.0
CO,2002-01,5.65,19.94,-206.0,211.0
CO,2002-02,4.36,27.71,-222.0,228.0
CO,2002-03,1.81,45.68,-267.0,233.0
CO,2002-04,3.03,71.45,-72.0,339.0
CO,2002-05,4.63,81.88,-67.0,367.0
CO,2002-06,6.6,111.48,-17.0,406.0
CO,2002-07,8.58,107.9,-6.0,411.0
CO,2002-08,10.71,90.85,-11.0,411.0
CO,2002-09,18.22,62.58,-28.0,378.0
CO,2002-10,7.31,40.9,-78.0,322.0
CO,2002-11,2.07,28.43,-117.0,233.0
CO,2003-04,14.62,69.17,-61.0,317.0
CO,2003-05,10.89,73.09,-50.0,394.0
CO,2003-06,18.54,76.39,-78.0,389.0
CO,2003-07,8.22,103.3,0.0,417.0
CO,2003-08,12.11,86.84,17.0,400.0
CO,2003-09,10.09,67.36,-56.0,356.0
CO,2003-10,2.41,55.8,-72.0,339.0
CO,2003-11,2.71,23.16,-172.0,222.0
CO,2004-03,4.08,58.68,-39.0,311.0
CO,2004-04,34.02,57.21,-67.0,328.0
CO,2004-05,2.86,82.41,-50.0,361.0
CO,2004-06,13.2,79.33,-72.0,394.0
CO,2004-07,17.2,77.22,17.0,394.0
CO,2004-08,18.68,69.19,-11.0,394.0
CO,2004-09,16.46,66.23,-61.0,372.0
CO,2004-10,7.62,41.94,-56.0,306.0
CO,2004-11,6.77,19.98,-156.0,250.0
CO,2005-03,10.6,27.4,-111.0,228.0
CO,2005-04,12.04,59.04,-122.0,294.0
CO,2005-05,9.48,73.54,-89.0,389.0
CO,2005-06,13.28,83.5,-56.0,394.0
CO,2005-07,8.26,102.65,-22.0,428.0
CO,2005-08,15.05,73.65,-17.0,411.0
CO,2005-09,14.6,71.32,-61.0,372.0
CO,2005-10,18.62,45.66,-39.0,350.0
CO,2005-11,1.78,32.64,-133.0,283.0
CO,2005-12,0.53,18.33,-239.0,200.0
CO,2006-03,0.0,44.67,-11.0,200.0
CO,2006-04,4.14,77.76,-56.0,344.0
CO,2006-05,4.88,80.85,-83.0,372.0
CO,2006-06,7.29,101.63,-39.0,406.0
CO,2006-07,25.26,82.26,17.0,406.0
CO,2006-08,19.42,68.81,-6.0,394.0
CO,2006-09,17.41,59.4,-33.0,344.0
CO,2006-10,16.65,38.05,-67.0,322.0
CO,2006-11,1.99,35.15,-78.0,283.0
CO,2007-03,10.21,49.64,-44.0,261.0
CO,2007-04,12.72,56.26,-106.0,311.0
CO,2007-05,11.5,64.63,-78.0,328.0
CO,2007-06,7.16,83.68,-61.0,378.0
CO,2007-07,11.38,89.61,28.0,400.0
CO,2007-08,21.67,80.02,6.0,406.0
CO,2007-09,10.88,72.18,-56.0,383.0
CO,2007-10,7.02,57.21,-72.0,328.0
CO,2007-11,0.16,32.7,-94.0,261.0
CO,2008-03,8.1,45.5,-39.0,256.0
CO,2008-04,6.09,70.22,-72.0,322.0
CO,2008-05,8.26,91.61,-83.0,361.0
CO,2008-06,8.93,99.81,-161.0,406.0
CO,2008-07,13.49,99.02,11.0,406.0
CO,2008-08,23.32,75.69,11.0,439.0
CO,2008-09,7.55,64.58,-50.0,344.0
CO,2008-10,10.86,48.12,-117.0,300.0
CO,2008-11,0.1,22.58,-83.0,250.0
CO,2009-03,17.44,57.06,-117.0,244.0
CO,2009-04,15.8,58.14,-122.0,322.0
CO,2009-05,11.65,75.28,-28.0,367.0
CO,2009-06,13.53,71.97,-28.0,389.0
CO,2009-07,17.23,85.09,6.0,411.0
CO,2009-08,8.56,78.87,-28.0,389.0
CO,2009-09,12.24,55.19,-50.0,361.0
CO,2009-10,15.46,37.98,-156.0,339.0
CO,2009-11,8.09,15.82,-111.0,244.0
CO,2009-12,11.48,6.17,-250.0,189.0
CO,2011-01,2.73,14.37,-283.0,194.0
CO,2011-02,7.47,19.55,-294.0,244.0
CO,2011-03,2.2,41.15,-94.0,300.0
CO,2011-04,10.16,63.74,-78.0,344.0
CO,2011-05,16.11,75.51,-89.0,394.0
CO,2011-06,8.07,106.15,-22.0,406.0
CO,2011-07,16.44,90.86,33.0,417.0
CO,2011-08,10.04,88.5,11.0,411.0
CO,2011-09,11.75,62.32,-44.0,389.0
CO,2011-10,13.48,49.08,-122.0,350.0
CO,2011-11,5.94,25.92,-111.0,239.0
CO,2011-12,8.75,17.1,-244.0,183.0
CO,2012-01,0.38,17.39,-228.0,189.0
CO,2012-02,3.73,27.61,-172.0,239.0
CO,2012-03,2.55,55.36,-161.0,317.0
CO,2012-04,9.5,69.62,-50.0,344.0
CO,2012-05,6.91,85.52,-61.0,378.0
CO,2012-06,6.8,113.82,-44.0,439.0
CO,2012-07,15.48,98.82,33.0,417.0
CO,2012-08,9.6,84.47,22.0,411.0
CO,2012-09,12.93,69.78,-39.0,389.0
CO,2012-10,4.42,48.02,-100.0,317.0
CO,2012-11,0.04,32.99,-133.0,289.0
CO,2012-12,4.43,19.13,-222.0,233.0
CO,2013-01,1.32,19.97,-217.0,228.0
CO,2013-02,2.84,30.36,-144.0,200.0
CO,2013-03,5.45,45.91,-167.0,289.0
CO,2013-04,11.09,57.17,-156.0,322.0
CO,2013-05,8.56,78.67,-83.0,372.0
CO,2013-06,7.6,109.99,-33.0,439.0
CO,2013-07,19.37,82.18,11.0,400.0
CO,2013-08,20.88,73.97,0.0,400.0
CO,2013-09,36.33,62.1,-67.0,400.0
CO,2013-10,8.09,46.67,-67.0,328.0
CO,2013-11,2.31,26.75,-122.0,256.0
CO,2013-12,0.73,18.27,-206.0,194.0
CO,2014-01,1.35,16.92,-239.0,194.0
CO,2014-02,3.91,22.49,-267.0,222.0
CO,2014-03,4.76,41.96,-194.0,261.0
CO,2014-04,9.57,60.37,-117.0,317.0
CO,2014-05,14.99,71.49,-117.0,356.0
CO,2014-06,9.13,95.14,-33.0,389.0
CO,2014-07,24.59,75.34,11.0,417.0
CO,2014-08,18.46,117.74,11.0,394.0
CO,2014-09,17.31,59.52,-22.0,411.0
CO,2014-10,8.08,41.13,-39.0,306.0
CO,2014-11,4.8,30.84,-228.0,272.0
CO,2014-12,7.87,18.84,-217.0,189.0
CO,2015-01,4.23,19.64,-194.0,244.0
CO,2015-02,12.91,29.6,-161.0,250.0
CO,2015-03,4.51,46.86,-189.0,317.0
CO,2015-04,15.6,67.1,-44.0,294.0
CO,2015-05,41.9,43.36,-56.0,306.0
CO,2015-06,14.82,83.59,-28.0,389.0
CO,2015-07,20.25,74.17,11.0,394.0
CO,2015-08,18.96,78.74,-11.0,389.0
CO,2015-09,6.95,69.64,-33.0,383.0
CO,2015-10,12.06,41.56,-56.0,333.0
CO,2015-11,10.73,27.67,-122.0,294.0
CO,2015-12,3.81,17.47,-172.0,222.0
CO,2016-01,2.52,17.28,-178.0,206.0
CO,2016-02,3.45,27.66,-183.0,289.0
CO,2016-03,4.15,42.77,-156.0,283.0
CO,2016-04,25.51,48.44,-89.0,306.0
CO,2016-05,14.93,63.55,-39.0,328.0
CO,2016-06,12.05,87.4,-11.0,411.0
CO,2016-07,16.17,88.34,6.0,406.0
CO,2016-08,21.7,71.4,6.0,383.0
CO,2016-09,6.59,66.57,-50.0,378.0
CO,2016-10,2.61,58.53,-44.0,339.0
CO,2016-11,2.59,34.24,-133.0,300.0
CO,2016-12,4.07,18.79,-250.0,217.0
CO,2017-01,13.31,19.97,-206.0,194.0
CO,2017-02,1.0,27.71,-128.0,244.0
CO,2017-03,12.48,41.68,-111.0,306.0
CO,2017-04,27.98,57.09,-50.0,328.0
CO,2017-05,24.54,68.16,-67.0,333.0
CO,2017-06,6.08,91.82,-28.0,406.0
CO,2017-07,24.68,75.87,-11.0,400.0
CO,2017-08,20.57,58.02,0.0,350.0
CO,2017-09,19.39,51.98,-72.0,383.0
CO,2017-10,7.59,41.78,-100.0,322.0
CO,2017-11,1.91,26.28,-128.0,300.0
CO,2017-12,2.05,11.48,-178.0,261.0
CO,2018-01,3.69,14.56,-228.0,244.0
CO,2018-02,2.88,21.65,-211.0,228.0
CO,2018-03,4.02,34.36,-206.0,267.0
CO,2018-04,7.89,63.62,-111.0,317.0
CO,2018-05,14.71,72.06,-61.0,361.0
CO,2018-06,7.73,96.79,-11.0,422.0
CO,2018-07,18.24,78.81,6.0,417.0
CO,2018-08,12.27,67.85,-6.0,378.0
CO,2018-09,6.61,62.75,-56.0,378.0
CO,2018-10,22.33,29.06,-100.0,350.0
CO,2018-11,5.55,22.75,-178.0,200.0
CO,2018-12,2.09,13.38,-228.0,194.0
CO,2019-01,7.08,13.16,-289.0,183.0
CO,2019-02,2.27,22.55,-283.0,233.0
CO,2019-03,7.17,36.24,-250.0,283.0
CO,2019-04,9.05,54.85,-144.0,317.0
CO,2019-05,21.58,51.28,-56.0,344.0
CO,2019-06,13.61,70.18,-44.0,400.0
CO,2019-07,16.04,75.37,0.0,461.0
CO,2019-08,10.18,71.1,6.0,394.0
CO,2019-09,5.94,66.52,-33.0,394.0
CO,2019-10,4.82,47.66,-183.0,361.0
CO,2019-11,3.54,23.48,-167.0,244.0
CO,2019-12,5.45,14.76,-194.0,194.0
CO,2020-01,2.59,14.22,-256.0,183.0
CO,2020-02,7.79,21.71,-333.0,272.0
CO,2020-03,0.9,35.82,-206.0,272.0
CO,2020-04,6.24,54.71,-172.0,294.0
CO,2020-05,11.54,75.47,-61.0,367.0
CO,2020-06,11.1,91.58,-33.0,411.0
CO,2020-07,15.25,74.77,-33.0,400.0
CO,2020-08,8.13,77.77,11.0,394.0
CO,2020-09,7.35,56.6,-67.0,406.0
CO,2020-10,1.42,52.18,-183.0,333.0
CO,2020-11,2.34,27.08,-156.0,300.0
CO,2020-12,4.92,13.74,-267.0,194.0
CO,2021-01,3.67,13.02,-256.0,172.0
CO,2021-02,5.87,19.76,-244.0,217.0
CO,2021-03,13.56,30.51,-278.0,300.0
CO,2021-04,9.69,53.59,-150.0,322.0
CO,2021-05,34.7,55.23,-50.0,333.0
CO,2021-06,8.7,70.43,-28.0,422.0
CO,2021-07,15.49,66.13,11.0,394.0
CO,2021-08,10.05,69.39,0.0,400.0
CO,2021-09,8.76,63.01,-44.0,406.0
CO,2021-10,5.84,42.49,-83.0,322.0
CO,2021-11,1.79,19.81,-139.0,289.0
CO,2021-12,2.81,14.53,-194.0,233.0
CT,1992-05,15.26,31.81,-22.0,294.0
CT,1992-06,67.93,34.4,61.0,278.0
CT,1992-07,44.1,32.61,89.0,283.0
CT,1992-08,46.58,26.29,72.0,283.0
CT,1992-09,22.3,19.67,6.0,256.0
CT,1993-05,8.68,34.1,22.0,289.0
CT,1993-06,23.07,37.23,50.0,294.0
CT,1993-07,26.23,43.23,94.0,328.0
CT,1993-08,16.87,30.13,67.0,322.0
CT,1993-09,58.5,18.0,-11.0,283.0
CT,1993-10,33.16,9.87,-50.0,239.0
CT,1994-05,35.19,31.06,-11.0,272.0
CT,1994-06,39.7,37.43,56.0,317.0
CT,1994-07,62.48,39.39,106.0,311.0
CT,1994-08,44.94,26.48,72.0,278.0
CT,1994-09,27.07,19.0,50.0,250.0
CT,1994-10,12.52,12.19,-22.0,211.0
CT,1995-05,21.42,24.97,0.0,272.0
CT,1995-06,12.33,36.2,56.0,306.0
CT,1995-07,43.29,37.55,94.0,328.0
CT,1995-08,15.9,38.58,56.0,317.0
CT,1995-09,28.1,22.27,17.0,289.0
CT,1995-10,91.19,10.94,-11.0,250.0
CT,1996-05,35.9,26.23,-28.0,311.0
CT,1996-06,17.33,34.2,56.0,289.0
CT,1996-07,94.13,33.58,89.0,278.0
CT,1996-08,41.77,28.19,83.0,289.0
CT,1996-09,56.63,13.73,39.0,267.0
CT,1996-10,57.29,10.9,-28.0,200.0
CT,1997-05,31.23,26.61,0.0,239.0
CT,1997-06,14.6,39.03,44.0,306.0
CT,1997-07,28.42,41.1,78.0,317.0
CT,1997-08,42.58,31.42,72.0,300.0
CT,1997-09,19.07,18.7,11.0,261.0
CT,1997-10,12.67,11.42,39.0,239.0
CT,1998-05,42.9,33.9,-11.0,283.0
CT,1998-06,54.57,32.87,28.0,289.0
CT,1998-07,39.74,34.65,100.0,294.0
CT,1998-08,7.74,31.39,67.0,300.0
CT,1998-09,24.57,21.67,17.0,283.0
CT,1998-10,43.1,9.81,-11.0,233.0
CT,1999-05,44.65,32.23,11.0,283.0
CT,1999-06,32.7,42.03,72.0,317.0
CT,1999-07,28.71,42.26,89.0,328.0
CT,1999-08,39.45,32.68,83.0,306.0
CT,1999-09,98.57,19.83,39.0,306.0
CT,1999-10,28.06,10.77,-28.0,206.0
CT,2000-05,39.0,29.19,-11.0,311.0
CT,2000-06,59.63,31.93,56.0,300.0
CT,2000-07,79.32,32.9,78.0,272.0
CT,2000-09,29.23,20.47,-17.0,272.0
CT,2000-10,18.06,9.48,-33.0,217.0
CT,2001-05,32.28,35.8,-28.0,306.0
CT,2001-07,17.32,36.87,61.0,322.0
CT,2003-05,0.0,25.33,94.0,211.0
CT,2003-06,64.03,29.37,56.0,306.0
CT,2003-07,29.81,38.1,106.0,294.0
CT,2003-08,42.35,29.39,83.0,289.0
CT,2003-09,86.57,21.97,50.0,233.0
CT,2003-10,62.81,9.92,-17.0,211.0
CT,2004-05,38.53,31.7,-11.0,283.0
CT,2004-06,24.77,36.53,50.0,294.0
CT,2004-07,34.06,31.45,111.0,278.0
CT,2004-08,58.37,30.33,89.0,283.0
CT,2004-09,57.14,18.93,44.0,250.0
CT,2004-10,19.9,9.2,-17.0,217.0
CT,2005-05,13.9,23.67,-22.0,267.0
CT,2005-06,19.77,35.9,78.0,317.0
CT,2005-07,23.03,37.13,106.0,311.0
CT,2005-08,35.94,31.39,106.0,311.0
CT,2005-09,14.1,23.62,50.0,283.0
CT,2005-10,135.06,7.29,-28.0,233.0
CT,2006-05,56.23,25.71,28.0,289.0
CT,2006-06,65.63,26.97,78.0,311.0
CT,2006-07,16.23,37.16,122.0,317.0
CT,2006-08,46.06,31.61,78.0,333.0
CT,2006-09,33.47,15.03,11.0,250.0
CT,2006-10,49.13,8.97,-39.0,228.0
CT,2007-05,16.37,39.57,0.0,294.0
CT,2007-06,19.2,38.87,39.0,317.0
CT,2007-07,48.35,38.55,89.0,322.0
CT,2007-08,15.74,37.65,78.0,322.0
CT,2007-09,13.66,25.21,28.0,306.0
CT,2007-10,42.84,8.45,-28.0,267.0
CT,2008-05,23.23,32.1,11.0,267.0
CT,2008-06,64.93,36.33,72.0,333.0
CT,2008-07,46.26,39.45,117.0,306.0
CT,2008-08,34.1,31.53,72.0,283.0
CT,2008-09,71.87,20.27,28.0,278.0
CT,2008-10,30.52,9.35,-39.0,194.0
CT,2009-05,1.47,37.37,-6.0,289.0
