STATE,PERIOD,TOTAL_FIRE_SIZE,PRCP,EVAP,TMIN,TMAX,MEAN_ELEVATION,LAND_AREA,WATER_AREA,TOTAL_AREA,PERCENTAGE_FEDERAL_LAND,URBANIZATION_RATE
KS,1996-08,1.1,30.2,62.49,100.0,378.0,610,81759,520,82278,0.5%,72.3
KS,1997-01,5.0,,,,,610,81759,520,82278,0.5%,72.3
KS,1997-02,6000.0,,,,,610,81759,520,82278,0.5%,72.3
KS,1997-03,5223.1,0.0,69.5,-6.0,239.0,610,81759,520,82278,0.5%,72.3
KS,1997-04,54.1,13.98,52.37,-78.0,328.0,610,81759,520,82278,0.5%,72.3
KS,1997-07,67.0,21.45,94.82,72.0,406.0,610,81759,520,82278,0.5%,72.3
KS,1997-09,3.1,15.92,59.0,50.0,394.0,610,81759,520,82278,0.5%,72.3
KS,1997-10,3.5,15.47,48.67,-39.0,367.0,610,81759,520,82278,0.5%,72.3
KS,1997-11,54.6,0.0,14.75,-22.0,200.0,610,81759,520,82278,0.5%,72.3
KS,1998-02,85.9,,,,,610,81759,520,82278,0.5%,72.3
KS,1998-03,242.2,,,,,610,81759,520,82278,0.5%,72.3
KS,1998-04,1327.2,18.63,55.21,-72.0,328.0,610,81759,520,82278,0.5%,72.3
KS,1998-05,59.3,17.97,71.63,-11.0,383.0,610,81759,520,82278,0.5%,72.3
KS,1998-06,772.3,14.45,98.86,-6.0,428.0,610,81759,520,82278,0.5%,72.3
KS,1998-07,100.1,46.15,81.06,133.0,411.0,610,81759,520,82278,0.5%,72.3
KS,1998-09,2620.1,9.48,72.49,44.0,400.0,610,81759,520,82278,0.5%,72.3
KS,1999-01,0.1,,,,,610,81759,520,82278,0.5%,72.3
KS,1999-02,2.1,,,,,610,81759,520,82278,0.5%,72.3
KS,1999-03,42.1,,,,,610,81759,520,82278,0.5%,72.3
KS,1999-04,905.1,30.45,50.68,-78.0,300.0,610,81759,520,82278,0.5%,72.3
KS,1999-05,1382.9,28.41,69.24,-22.0,339.0,610,81759,520,82278,0.5%,72.3
KS,1999-07,42.5,19.74,96.77,83.0,417.0,610,81759,520,82278,0.5%,72.3
KS,1999-08,240.2,32.13,77.44,106.0,389.0,610,81759,520,82278,0.5%,72.3
KS,1999-09,0.1,14.72,59.29,-17.0,389.0,610,81759,520,82278,0.5%,72.3
KS,1999-10,1836.0,2.98,49.94,-39.0,339.0,610,81759,520,82278,0.5%,72.3
KS,1999-11,80.5,30.48,39.62,-39.0,272.0,610,81759,520,82278,0.5%,72.3
KS,1999-12,2000.0,,,,,610,81759,520,82278,0.5%,72.3
KS,2000-01,1516.0,,,,,610,81759,520,82278,0.5%,72.3
KS,2000-02,148.0,,,,,610,81759,520,82278,0.5%,72.3
KS,2000-03,76.0,,,,,610,81759,520,82278,0.5%,72.3
KS,2000-04,1630.6,10.81,70.38,-89.0,344.0,610,81759,520,82278,0.5%,72.3
KS,2000-05,831.6,14.55,76.73,-22.0,394.0,610,81759,520,82278,0.5%,72.3
KS,2000-06,81.1,19.87,102.25,44.0,406.0,610,81759,520,82278,0.5%,72.3
KS,2000-07,0.3,26.98,98.4,83.0,422.0,610,81759,520,82278,0.5%,72.3
KS,2000-08,25.1,7.17,106.44,111.0,428.0,610,81759,520,82278,0.5%,72.3
KS,2000-09,4909.1,7.76,91.58,-44.0,417.0,610,81759,520,82278,0.5%,72.3
KS,2000-10,2.0,27.43,49.96,-94.0,361.0,610,81759,520,82278,0.5%,72.3
KS,2001-01,22.0,,,,,610,81759,520,82278,0.5%,72.3
KS,2001-03,452.2,,,,,610,81759,520,82278,0.5%,72.3
KS,2001-04,1379.0,12.44,68.93,-56.0,333.0,610,81759,520,82278,0.5%,72.3
KS,2001-05,454.9,42.14,73.36,0.0,356.0,610,81759,520,82278,0.5%,72.3
KS,2001-07,171.9,36.25,105.08,156.0,422.0,610,81759,520,82278,0.5%,72.3
KS,2001-08,12.3,15.72,93.02,100.0,411.0,610,81759,520,82278,0.5%,72.3
KS,2001-10,134.0,6.42,48.08,-61.0,322.0,610,81759,520,82278,0.5%,72.3
KS,2001-11,26.8,0.0,43.75,0.0,294.0,610,81759,520,82278,0.5%,72.3
KS,2001-12,9.2,,,,,610,81759,520,82278,0.5%,72.3
KS,2002-01,694.1,,,,,610,81759,520,82278,0.5%,72.3
KS,2002-02,5075.3,,,,,610,81759,520,82278,0.5%,72.3
KS,2002-03,35489.0,,,,,610,81759,520,82278,0.5%,72.3
KS,2002-04,23809.4,10.49,72.75,-122.0,367.0,610,81759,520,82278,0.5%,72.3
KS,2002-05,43.1,21.55,80.21,-33.0,361.0,610,81759,520,82278,0.5%,72.3
KS,2002-06,11.2,18.51,112.3,72.0,422.0,610,81759,520,82278,0.5%,72.3
KS,2002-07,29.7,9.12,113.45,94.0,428.0,610,81759,520,82278,0.5%,72.3
KS,2002-08,189.4,22.24,95.0,89.0,406.0,610,81759,520,82278,0.5%,72.3
KS,2002-09,33.1,10.09,70.53,17.0,378.0,610,81759,520,82278,0.5%,72.3
KS,2002-11,168.7,,,,,610,81759,520,82278,0.5%,72.3
KS,2002-12,1.0,,,,,610,81759,520,82278,0.5%,72.3
KS,2003-01,27.3,,,,,610,81759,520,82278,0.5%,72.3
KS,2003-02,5.6,,,,,610,81759,520,82278,0.5%,72.3
KS,2003-03,200.4,,,,,610,81759,520,82278,0.5%,72.3
KS,2003-04,5518.7,24.29,65.97,-72.0,339.0,610,81759,520,82278,0.5%,72.3
KS,2003-05,471.9,23.7,64.94,-11.0,394.0,610,81759,520,82278,0.5%,72.3
KS,2003-06,21.4,34.32,74.1,56.0,383.0,610,81759,520,82278,0.5%,72.3
KS,2003-07,315.5,3.54,113.88,89.0,433.0,610,81759,520,82278,0.5%,72.3
KS,2003-08,1457.3,27.17,93.73,89.0,428.0,610,81759,520,82278,0.5%,72.3
KS,2003-09,3.4,16.93,68.51,6.0,361.0,610,81759,520,82278,0.5%,72.3
KS,2003-10,10.0,2.77,49.58,-89.0,350.0,610,81759,520,82278,0.5%,72.3
KS,2003-11,1.5,,,,,610,81759,520,82278,0.5%,72.3
KS,2003-12,1.2,,,,,610,81759,520,82278,0.5%,72.3
KS,2004-01,4.6,,,,,610,81759,520,82278,0.5%,72.3
KS,2004-02,0.1,,,,,610,81759,520,82278,0.5%,72.3
KS,2004-03,184.5,,,,,610,81759,520,82278,0.5%,72.3
KS,2004-04,1395.3,15.59,60.96,-72.0,328.0,610,81759,520,82278,0.5%,72.3
KS,2004-05,0.2,6.62,85.26,-28.0,383.0,610,81759,520,82278,0.5%,72.3
KS,2004-06,4.4,38.04,91.8,61.0,400.0,610,81759,520,82278,0.5%,72.3
KS,2004-07,1.4,42.51,79.87,83.0,400.0,610,81759,520,82278,0.5%,72.3
KS,2004-08,30.1,16.81,78.44,72.0,406.0,610,81759,520,82278,0.5%,72.3
KS,2004-09,16.3,27.61,83.74,44.0,378.0,610,81759,520,82278,0.5%,72.3
KS,2004-10,15.0,12.6,34.32,-33.0,300.0,610,81759,520,82278,0.5%,72.3
KS,2004-11,0.5,,,,,610,81759,520,82278,0.5%,72.3
KS,2004-12,27.3,,,,,610,81759,520,82278,0.5%,72.3
KS,2005-01,40.4,,,,,610,81759,520,82278,0.5%,72.3
KS,2005-02,146.0,,,,,610,81759,520,82278,0.5%,72.3
KS,2005-03,3856.6,,,,,610,81759,520,82278,0.5%,72.3
KS,2005-04,13495.3,20.61,62.25,-61.0,306.0,610,81759,520,82278,0.5%,72.3
KS,2005-05,600.8,18.03,92.34,-44.0,406.0,610,81759,520,82278,0.5%,72.3
KS,2005-06,5.1,33.83,108.61,67.0,406.0,610,81759,520,82278,0.5%,72.3
KS,2005-07,2278.3,26.02,132.05,78.0,428.0,610,81759,520,82278,0.5%,72.3
KS,2005-08,458.5,29.74,87.04,94.0,428.0,610,81759,520,82278,0.5%,72.3
KS,2005-09,3.1,9.91,90.68,-11.0,394.0,610,81759,520,82278,0.5%,72.3
KS,2005-10,1537.6,26.71,61.4,-56.0,356.0,610,81759,520,82278,0.5%,72.3
KS,2005-11,417.1,0.0,44.0,11.0,233.0,610,81759,520,82278,0.5%,72.3
KS,2005-12,83.7,,,,,610,81759,520,82278,0.5%,72.3
KS,2006-01,1123.1,,,,,610,81759,520,82278,0.5%,72.3
KS,2006-02,13952.8,,,,,610,81759,520,82278,0.5%,72.3
KS,2006-03,43815.9,,,,,610,81759,520,82278,0.5%,72.3
KS,2006-04,5749.1,11.17,85.41,-139.0,361.0,610,81759,520,82278,0.5%,72.3
KS,2006-05,3620.8,17.16,101.27,-11.0,389.0,610,81759,520,82278,0.5%,72.3
KS,2006-06,1454.3,25.7,126.39,61.0,411.0,610,81759,520,82278,0.5%,72.3
KS,2006-07,6806.7,20.88,138.66,122.0,444.0,610,81759,520,82278,0.5%,72.3
KS,2006-08,59.4,25.9,98.87,78.0,417.0,610,81759,520,82278,0.5%,72.3
KS,2006-09,81.7,15.81,68.67,6.0,361.0,610,81759,520,82278,0.5%,72.3
KS,2006-10,1372.6,23.3,49.63,-61.0,356.0,610,81759,520,82278,0.5%,72.3
KS,2006-11,1122.6,,,,,610,81759,520,82278,0.5%,72.3
KS,2006-12,11.4,,,,,610,81759,520,82278,0.5%,72.3
KS,2007-01,17.4,,,,,610,81759,520,82278,0.5%,72.3
KS,2007-02,46.9,,,,,610,81759,520,82278,0.5%,72.3
KS,2007-03,1340.9,,,,,610,81759,520,82278,0.5%,72.3
KS,2007-04,3925.7,23.62,57.97,-106.0,322.0,610,81759,520,82278,0.5%,72.3
KS,2007-05,15.9,26.96,88.83,28.0,350.0,610,81759,520,82278,0.5%,72.3
KS,2007-06,5.4,22.02,97.83,28.0,367.0,610,81759,520,82278,0.5%,72.3
KS,2007-07,27.8,29.35,112.1,111.0,400.0,610,81759,520,82278,0.5%,72.3
KS,2007-08,47.2,28.64,103.88,117.0,411.0,610,81759,520,82278,0.5%,72.3
KS,2007-09,245.01,19.56,85.3,33.0,383.0,610,81759,520,82278,0.5%,72.3
KS,2007-10,3012.6,15.66,62.27,-39.0,350.0,610,81759,520,82278,0.5%,72.3
KS,2007-11,8046.9,0.83,0.83,-133.0,267.0,610,81759,520,82278,0.5%,72.3
KS,2007-12,5.0,10.87,10.87,-167.0,244.0,610,81759,520,82278,0.5%,72.3
KS,2008-01,6003.0,2.45,1.97,-183.0,217.0,610,81759,520,82278,0.5%,72.3
KS,2008-03,8644.6,,,,,610,81759,520,82278,0.5%,72.3
KS,2008-04,18845.3,24.2,67.61,-67.0,328.0,610,81759,520,82278,0.5%,72.3
KS,2008-05,0.4,28.74,88.03,-39.0,356.0,610,81759,520,82278,0.5%,72.3
KS,2008-06,400.1,23.23,105.93,39.0,389.0,610,81759,520,82278,0.5%,72.3
KS,2008-07,6.7,30.05,122.0,72.0,411.0,610,81759,520,82278,0.5%,72.3
KS,2008-08,38406.5,32.41,83.38,61.0,406.0,610,81759,520,82278,0.5%,72.3
KS,2008-09,1.0,18.06,74.02,28.0,344.0,610,81759,520,82278,0.5%,72.3
KS,2008-10,1.1,49.21,55.18,-61.0,328.0,610,81759,520,82278,0.5%,72.3
KS,2008-11,1289.3,,,,,610,81759,520,82278,0.5%,72.3
KS,2008-12,650.2,,,,,610,81759,520,82278,0.5%,72.3
KS,2009-01,1337.2,,,,,610,81759,520,82278,0.5%,72.3
KS,2009-02,12080.6,,,,,610,81759,520,82278,0.5%,72.3
KS,2009-03,4933.3,58.4,58.4,-128.0,133.0,610,81759,520,82278,0.5%,72.3
KS,2009-04,20604.0,26.7,61.89,-122.0,322.0,610,81759,520,82278,0.5%,72.3
KS,2009-06,10.0,31.8,86.01,61.0,389.0,610,81759,520,82278,0.5%,72.3
KS,2009-07,0.1,30.29,92.77,106.0,394.0,610,81759,520,82278,0.5%,72.3
KS,2010-03,2402.7,,,,,610,81759,520,82278,0.5%,72.3
KS,2010-04,11891.0,,,,,610,81759,520,82278,0.5%,72.3
KS,2010-05,280.0,,,,,610,81759,520,82278,0.5%,72.3
KS,2010-06,1.0,,,,,610,81759,520,82278,0.5%,72.3
KS,2010-07,600.0,,,,,610,81759,520,82278,0.5%,72.3
KS,2010-08,4192.01,,,,,610,81759,520,82278,0.5%,72.3
KS,2010-10,1160.0,,,,,610,81759,520,82278,0.5%,72.3
KS,2010-11,4582.0,,,,,610,81759,520,82278,0.5%,72.3
KS,2010-12,0.1,,,,,610,81759,520,82278,0.5%,72.3
KY,1992-01,21.5,,,,,230,39486,921,40408,4.3%,58.7
KY,1992-02,250.3,,,,,230,39486,921,40408,4.3%,58.7
KY,1992-03,108.2,,,,,230,39486,921,40408,4.3%,58.7
KY,1992-04,123.2,12.62,38.88,-56.0,311.0,230,39486,921,40408,4.3%,58.7
KY,1992-05,0.1,28.5,38.45,0.0,322.0,230,39486,921,40408,4.3%,58.7
KY,1992-10,35.1,10.51,26.64,-56.0,300.0,230,39486,921,40408,4.3%,58.7
KY,1992-11,66.1,,,,,230,39486,921,40408,4.3%,58.7
KY,1993-01,13.0,,,,,230,39486,921,40408,4.3%,58.7
KY,1993-02,170.4,,,,,230,39486,921,40408,4.3%,58.7
KY,1993-04,297.6,19.17,37.22,-72.0,272.0,230,39486,921,40408,4.3%,58.7
KY,1993-05,177.2,15.59,44.64,-6.0,322.0,230,39486,921,40408,4.3%,58.7
KY,1993-07,5.0,16.92,62.9,94.0,372.0,230,39486,921,40408,4.3%,58.7
KY,1993-10,47.2,16.28,27.44,-22.0,294.0,230,39486,921,40408,4.3%,58.7
KY,1993-11,132.7,,,,,230,39486,921,40408,4.3%,58.7
KY,1994-02,317.5,,,,,230,39486,921,40408,4.3%,58.7
KY,1994-03,372.3,,,,,230,39486,921,40408,4.3%,58.7
KY,1994-04,487.1,35.24,46.09,-11.0,300.0,230,39486,921,40408,4.3%,58.7
KY,1994-05,0.3,20.06,47.74,17.0,322.0,230,39486,921,40408,4.3%,58.7
KY,1994-09,1.5,16.58,34.93,56.0,333.0,230,39486,921,40408,4.3%,58.7
KY,1994-10,655.1,19.39,28.29,-17.0,306.0,230,39486,921,40408,4.3%,58.7
KY,1994-11,2718.6,,,,,230,39486,921,40408,4.3%,58.7
KY,1994-12,108.2,,,,,230,39486,921,40408,4.3%,58.7
KY,1995-02,162.3,,,,,230,39486,921,40408,4.3%,58.7
KY,1995-03,810.9,,,,,230,39486,921,40408,4.3%,58.7
KY,1995-04,4626.0,25.35,44.26,-39.0,317.0,230,39486,921,40408,4.3%,58.7
KY,1995-05,1.0,49.19,48.65,17.0,311.0,230,39486,921,40408,4.3%,58.7
KY,1995-07,15.2,21.45,57.34,128.0,389.0,230,39486,921,40408,4.3%,58.7
KY,1995-09,1.3,7.49,40.6,17.0,367.0,230,39486,921,40408,4.3%,58.7
KY,1995-10,0.1,27.79,27.29,6.0,289.0,230,39486,921,40408,4.3%,58.7
KY,1995-11,221.8,,,,,230,39486,921,40408,4.3%,58.7
KY,1995-12,25.0,,,,,230,39486,921,40408,4.3%,58.7
KY,1996-02,19.6,,,,,230,39486,921,40408,4.3%,58.7
KY,1996-03,38.6,,,,,230,39486,921,40408,4.3%,58.7
KY,1996-04,791.9,51.06,46.19,-61.0,278.0,230,39486,921,40408,4.3%,58.7
KY,1996-05,10.2,32.12,53.26,17.0,339.0,230,39486,921,40408,4.3%,58.7
KY,1996-07,1.0,26.85,52.5,106.0,361.0,230,39486,921,40408,4.3%,58.7
KY,1996-09,0.1,37.08,34.96,50.0,339.0,230,39486,921,40408,4.3%,58.7
KY,1996-10,9.2,19.91,30.63,-17.0,278.0,230,39486,921,40408,4.3%,58.7
KY,1996-11,215.2,,,,,230,39486,921,40408,4.3%,58.7
KY,1996-12,32.0,,,,,230,39486,921,40408,4.3%,58.7
KY,1997-01,115.0,,,,,230,39486,921,40408,4.3%,58.7
KY,1997-02,2628.0,,,,,230,39486,921,40408,4.3%,58.7
KY,1997-03,2396.2,,,,,230,39486,921,40408,4.3%,58.7
KY,1997-04,4481.6,24.12,34.73,-33.0,300.0,230,39486,921,40408,4.3%,58.7
KY,1997-05,281.3,41.31,46.88,-17.0,311.0,230,39486,921,40408,4.3%,58.7
KY,1997-07,1.6,15.67,54.85,89.0,394.0,230,39486,921,40408,4.3%,58.7
KY,1997-08,7.0,18.63,47.55,83.0,350.0,230,39486,921,40408,4.3%,58.7
KY,1997-09,10.0,12.71,38.78,72.0,367.0,230,39486,921,40408,4.3%,58.7
KY,1997-10,273.0,9.66,26.76,-33.0,317.0,230,39486,921,40408,4.3%,58.7
KY,1997-11,671.0,105.5,21.5,11.0,228.0,230,39486,921,40408,4.3%,58.7
KY,1997-12,748.0,,,,,230,39486,921,40408,4.3%,58.7
KY,1998-01,110.0,,,,,230,39486,921,40408,4.3%,58.7
KY,1998-02,726.2,,,,,230,39486,921,40408,4.3%,58.7
KY,1998-03,12456.7,,,,,230,39486,921,40408,4.3%,58.7
KY,1998-04,1787.2,41.83,32.26,-6.0,250.0,230,39486,921,40408,4.3%,58.7
KY,1998-05,46.0,24.0,49.51,61.0,333.0,230,39486,921,40408,4.3%,58.7
KY,1998-06,0.1,43.06,57.86,39.0,361.0,230,39486,921,40408,4.3%,58.7
KY,1998-08,22.1,7.45,50.71,122.0,367.0,230,39486,921,40408,4.3%,58.7
KY,1998-09,303.2,4.17,51.48,72.0,378.0,230,39486,921,40408,4.3%,58.7
KY,1998-10,995.6,23.51,28.38,6.0,333.0,230,39486,921,40408,4.3%,58.7
KY,1998-11,7157.7,44.0,23.67,89.0,217.0,230,39486,921,40408,4.3%,58.7
KY,1998-12,1361.5,,,,,230,39486,921,40408,4.3%,58.7
KY,1999-01,240.0,,,,,230,39486,921,40408,4.3%,58.7
KY,1999-02,1306.7,,,,,230,39486,921,40408,4.3%,58.7
KY,1999-03,7888.9,,,,,230,39486,921,40408,4.3%,58.7
KY,1999-04,18240.6,26.79,34.67,-11.0,300.0,230,39486,921,40408,4.3%,58.7
KY,1999-05,285.5,26.3,52.0,44.0,311.0,230,39486,921,40408,4.3%,58.7
KY,1999-06,155.5,45.51,56.3,83.0,356.0,230,39486,921,40408,4.3%,58.7
KY,1999-07,261.3,14.71,62.74,128.0,411.0,230,39486,921,40408,4.3%,58.7
KY,1999-08,1941.4,5.38,64.8,100.0,383.0,230,39486,921,40408,4.3%,58.7
KY,1999-09,6076.3,7.78,54.22,28.0,389.0,230,39486,921,40408,4.3%,58.7
KY,1999-10,2713.8,0.46,31.86,-28.0,289.0,230,39486,921,40408,4.3%,58.7
KY,1999-11,83822.5,,,,,230,39486,921,40408,4.3%,58.7
KY,1999-12,2701.3,,,,,230,39486,921,40408,4.3%,58.7
KY,2000-01,5214.7,,,,,230,39486,921,40408,4.3%,58.7
KY,2000-02,4723.6,,,,,230,39486,921,40408,4.3%,58.7
KY,2000-03,29351.9,,,,,230,39486,921,40408,4.3%,58.7
KY,2000-04,5949.4,39.64,38.91,-56.0,283.0,230,39486,921,40408,4.3%,58.7
KY,2000-05,2072.0,43.39,47.16,39.0,322.0,230,39486,921,40408,4.3%,58.7
KY,2000-06,222.5,32.19,55.47,56.0,367.0,230,39486,921,40408,4.3%,58.7
KY,2000-07,295.2,25.9,56.0,78.0,367.0,230,39486,921,40408,4.3%,58.7
KY,2000-08,0.2,16.81,53.15,133.0,367.0,230,39486,921,40408,4.3%,58.7
KY,2000-09,36.7,28.08,39.42,39.0,350.0,230,39486,921,40408,4.3%,58.7
KY,2000-10,40064.7,6.77,31.77,-39.0,333.0,230,39486,921,40408,4.3%,58.7
KY,2000-11,48103.6,,,,,230,39486,921,40408,4.3%,58.7
KY,2000-12,186.1,,,,,230,39486,921,40408,4.3%,58.7
KY,2001-01,535.7,,,,,230,39486,921,40408,4.3%,58.7
KY,2001-02,11073.6,,,,,230,39486,921,40408,4.3%,58.7
KY,2001-03,7611.9,,,,,230,39486,921,40408,4.3%,58.7
KY,2001-04,17924.5,13.73,52.14,-44.0,317.0,230,39486,921,40408,4.3%,58.7
KY,2001-05,840.7,26.38,54.03,39.0,333.0,230,39486,921,40408,4.3%,58.7
KY,2001-06,0.5,40.68,53.42,67.0,350.0,230,39486,921,40408,4.3%,58.7
KY,2001-07,83.5,40.25,65.71,111.0,361.0,230,39486,921,40408,4.3%,58.7
KY,2001-08,1.0,27.52,50.8,122.0,361.0,230,39486,921,40408,4.3%,58.7
KY,2001-09,73.2,24.76,39.22,6.0,333.0,230,39486,921,40408,4.3%,58.7
KY,2001-10,39048.9,18.2,38.28,-33.0,278.0,230,39486,921,40408,4.3%,58.7
KY,2001-11,96905.6,,,,,230,39486,921,40408,4.3%,58.7
KY,2001-12,1080.3,,,,,230,39486,921,40408,4.3%,58.7
KY,2002-01,464.8,,,,,230,39486,921,40408,4.3%,58.7
KY,2002-02,5120.7,,,,,230,39486,921,40408,4.3%,58.7
KY,2002-03,9227.5,,,,,230,39486,921,40408,4.3%,58.7
KY,2002-04,7780.8,29.22,40.59,-28.0,311.0,230,39486,921,40408,4.3%,58.7
KY,2002-05,6.0,26.91,45.0,-11.0,322.0,230,39486,921,40408,4.3%,58.7
KY,2002-06,260.0,19.69,54.83,111.0,356.0,230,39486,921,40408,4.3%,58.7
KY,2002-07,16.0,17.47,61.63,144.0,372.0,230,39486,921,40408,4.3%,58.7
KY,2002-08,145.0,18.75,56.69,144.0,389.0,230,39486,921,40408,4.3%,58.7
KY,2002-09,1452.6,24.56,44.58,72.0,367.0,230,39486,921,40408,4.3%,58.7
KY,2002-10,34.0,39.14,27.09,44.0,311.0,230,39486,921,40408,4.3%,58.7
KY,2002-11,817.0,,,,,230,39486,921,40408,4.3%,58.7
KY,2002-12,533.0,,,,,230,39486,921,40408,4.3%,58.7
KY,2003-01,193.0,,,,,230,39486,921,40408,4.3%,58.7
KY,2003-02,48.2,,,,,230,39486,921,40408,4.3%,58.7
KY,2003-03,8356.9,,,,,230,39486,921,40408,4.3%,58.7
KY,2003-04,4730.5,42.91,45.28,6.0,300.0,230,39486,921,40408,4.3%,58.7
KY,2003-05,2.2,38.66,48.16,56.0,306.0,230,39486,921,40408,4.3%,58.7
KY,2003-06,21.0,45.25,53.98,67.0,350.0,230,39486,921,40408,4.3%,58.7
KY,2003-07,4.0,16.75,58.53,139.0,350.0,230,39486,921,40408,4.3%,58.7
KY,2003-08,0.5,21.06,56.14,144.0,367.0,230,39486,921,40408,4.3%,58.7
KY,2003-09,1.1,29.87,40.51,39.0,367.0,230,39486,921,40408,4.3%,58.7
KY,2003-10,2069.5,14.6,32.57,0.0,283.0,230,39486,921,40408,4.3%,58.7
KY,2003-11,4211.7,,,,,230,39486,921,40408,4.3%,58.7
KY,2003-12,210.2,,,,,230,39486,921,40408,4.3%,58.7
KY,2004-01,140.8,,,,,230,39486,921,40408,4.3%,58.7
KY,2004-02,7813.0,,,,,230,39486,921,40408,4.3%,58.7
KY,2004-03,10445.15,,,,,230,39486,921,40408,4.3%,58.7
KY,2004-04,335.9,38.24,46.79,-22.0,306.0,230,39486,921,40408,4.3%,58.7
KY,2004-07,8.0,35.62,57.3,111.0,350.0,230,39486,921,40408,4.3%,58.7
KY,2004-08,11.2,18.69,49.47,78.0,350.0,230,39486,921,40408,4.3%,58.7
KY,2004-09,115.6,3.93,46.12,56.0,333.0,230,39486,921,40408,4.3%,58.7
KY,2004-10,389.4,36.09,34.36,0.0,300.0,230,39486,921,40408,4.3%,58.7
KY,2004-11,3414.4,,,,,230,39486,921,40408,4.3%,58.7
KY,2004-12,39.1,,,,,230,39486,921,40408,4.3%,58.7
KY,2005-01,62.0,,,,,230,39486,921,40408,4.3%,58.7
KY,2005-02,462.7,,,,,230,39486,921,40408,4.3%,58.7
KY,2005-03,3552.25,,,,,230,39486,921,40408,4.3%,58.7
KY,2005-04,7815.7,45.6,46.07,11.0,272.0,230,39486,921,40408,4.3%,58.7
KY,2005-05,351.7,13.33,56.04,17.0,322.0,230,39486,921,40408,4.3%,58.7
KY,2005-06,118.1,30.88,56.63,100.0,367.0,230,39486,921,40408,4.3%,58.7
KY,2005-07,19.2,25.26,59.12,144.0,367.0,230,39486,921,40408,4.3%,58.7
KY,2005-08,103.4,37.23,60.7,156.0,389.0,230,39486,921,40408,4.3%,58.7
KY,2005-09,1203.8,16.18,43.46,56.0,344.0,230,39486,921,40408,4.3%,58.7
KY,2005-10,1197.2,1.94,27.87,-17.0,322.0,230,39486,921,40408,4.3%,58.7
KY,2005-11,39982.455,35.17,392.33,0.0,244.0,230,39486,921,40408,4.3%,58.7
KY,2005-12,1574.43,,,,,230,39486,921,40408,4.3%,58.7
KY,2006-01,1853.1,,,,,230,39486,921,40408,4.3%,58.7
KY,2006-02,8501.45,,,,,230,39486,921,40408,4.3%,58.7
KY,2006-03,20250.1,,,,,230,39486,921,40408,4.3%,58.7
KY,2006-04,10868.45,25.63,44.58,-11.0,322.0,230,39486,921,40408,4.3%,58.7
KY,2006-05,64.21,37.98,46.38,44.0,350.0,230,39486,921,40408,4.3%,58.7
KY,2006-06,48.5,26.98,60.9,89.0,350.0,230,39486,921,40408,4.3%,58.7
KY,2006-07,121.0,51.65,61.71,117.0,372.0,230,39486,921,40408,4.3%,58.7
KY,2006-08,16.0,23.4,49.23,133.0,378.0,230,39486,921,40408,4.3%,58.7
KY,2006-09,1.0,36.52,39.26,50.0,306.0,230,39486,921,40408,4.3%,58.7
KY,2006-10,336.61,26.54,30.14,-28.0,317.0,230,39486,921,40408,4.3%,58.7
KY,2006-11,5900.4,,,,,230,39486,921,40408,4.3%,58.7
KY,2006-12,5671.5,,,,,230,39486,921,40408,4.3%,58.7
KY,2007-01,223.0,,,,,230,39486,921,40408,4.3%,58.7
KY,2007-02,1934.6,,,,,230,39486,921,40408,4.3%,58.7
KY,2007-03,25219.15,,,,,230,39486,921,40408,4.3%,58.7
KY,2007-04,5911.55,21.71,47.81,-56.0,311.0,230,39486,921,40408,4.3%,58.7
KY,2007-05,813.0,17.69,59.14,39.0,328.0,230,39486,921,40408,4.3%,58.7
KY,2007-06,976.07,36.54,61.0,111.0,356.0,230,39486,921,40408,4.3%,58.7
KY,2007-07,384.4,17.85,63.75,111.0,350.0,230,39486,921,40408,4.3%,58.7
KY,2007-08,4065.55,11.5,73.03,161.0,417.0,230,39486,921,40408,4.3%,58.7
KY,2007-09,9824.5,14.59,49.55,72.0,361.0,230,39486,921,40408,4.3%,58.7
KY,2007-10,11021.15,44.29,38.26,-6.0,344.0,230,39486,921,40408,4.3%,58.7
KY,2007-11,4069.75,,,,,230,39486,921,40408,4.3%,58.7
KY,2007-12,1171.5,,,,,230,39486,921,40408,4.3%,58.7
KY,2008-01,321.0,,,,,230,39486,921,40408,4.3%,58.7
KY,2008-02,1850.0,,,,,230,39486,921,40408,4.3%,58.7
KY,2008-03,8512.35,,,,,230,39486,921,40408,4.3%,58.7
KY,2008-04,8608.1,45.61,43.33,-33.0,294.0,230,39486,921,40408,4.3%,58.7
KY,2008-05,1462.2,26.76,46.59,-17.0,306.0,230,39486,921,40408,4.3%,58.7
KY,2008-06,56.1,20.36,67.64,100.0,350.0,230,39486,921,40408,4.3%,58.7
KY,2008-07,50.35,35.39,62.08,128.0,372.0,230,39486,921,40408,4.3%,58.7
KY,2008-08,1229.5,2.7,56.37,117.0,361.0,230,39486,921,40408,4.3%,58.7
KY,2008-09,2523.75,8.07,46.9,89.0,350.0,230,39486,921,40408,4.3%,58.7
KY,2008-10,5930.6,,,,,230,39486,921,40408,4.3%,58.7
KY,2008-11,8166.1,,,,,230,39486,921,40408,4.3%,58.7
KY,2008-12,205.1,,,,,230,39486,921,40408,4.3%,58.7
KY,2009-01,325.35,,,,,230,39486,921,40408,4.3%,58.7
KY,2009-02,2379.0,,,,,230,39486,921,40408,4.3%,58.7
