STATE,PERIOD,TOTAL_FIRE_SIZE,PRCP,EVAP,TMIN,TMAX,MEAN_ELEVATION,LAND_AREA,WATER_AREA,TOTAL_AREA,PERCENTAGE_FEDERAL_LAND,URBANIZATION_RATE,MONTH,YEAR,MONTH_SIN
IN,1998-03-01,33.2,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,3,1998,1.0
IN,1998-04-01,74.3,40.57,35.72,-50.0,256.0,242,35826,593,36420,1.7,71.2,4,1998,0.8660254037844387
IN,1998-05-01,1.4,27.75,51.04,11.0,344.0,242,35826,593,36420,1.7,71.2,5,1998,0.49999999999999994
IN,1998-06-01,0.4,52.37,56.51,6.0,361.0,242,35826,593,36420,1.7,71.2,6,1998,1.2246467991473532e-16
IN,1998-07-01,11.3,24.55,56.94,89.0,367.0,242,35826,593,36420,1.7,71.2,7,1998,-0.4999999999999997
IN,1998-08-01,0.3,29.39,47.19,78.0,361.0,242,35826,593,36420,1.7,71.2,8,1998,-0.8660254037844384
IN,1998-09-01,1.3,10.75,43.47,6.0,356.0,242,35826,593,36420,1.7,71.2,9,1998,-1.0
IN,1998-10-01,1.1,26.9,23.67,-28.0,311.0,242,35826,593,36420,1.7,71.2,10,1998,-0.8660254037844386
IN,1998-11-01,47.7,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,11,1998,-0.5000000000000004
IN,1998-12-01,3.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,12,1998,-2.4492935982947064e-16
IN,1999-02-01,48.6,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,2,1999,0.8660254037844386
IN,1999-03-01,117.9,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,3,1999,1.0
IN,1999-04-01,6.9,43.46,33.33,-11.0,283.0,242,35826,593,36420,1.7,71.2,4,1999,0.8660254037844387
IN,1999-05-01,10.6,21.61,53.66,-94.0,344.0,242,35826,593,36420,1.7,71.2,5,1999,0.49999999999999994
IN,1999-06-01,2.0,35.2,58.25,28.0,350.0,242,35826,593,36420,1.7,71.2,6,1999,1.2246467991473532e-16
IN,1999-07-01,37.1,22.78,65.09,61.0,389.0,242,35826,593,36420,1.7,71.2,7,1999,-0.4999999999999997
IN,1999-08-01,16.900000000000002,15.97,52.91,72.0,367.0,242,35826,593,36420,1.7,71.2,8,1999,-0.8660254037844384
IN,1999-09-01,193.3,9.77,56.16,-56.0,372.0,242,35826,593,36420,1.7,71.2,9,1999,-1.0
IN,1999-10-01,105.2,14.67,28.36,-22.0,278.0,242,35826,593,36420,1.7,71.2,10,1999,-0.8660254037844386
IN,1999-11-01,225.6,4.92,32.38,-17.0,272.0,242,35826,593,36420,1.7,71.2,11,1999,-0.5000000000000004
IN,1999-12-01,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,12,1999,-2.4492935982947064e-16
IN,2000-01-01,35.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,1,2000,0.49999999999999994
IN,2000-02-01,43.7,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,2,2000,0.8660254037844386
IN,2000-03-01,341.3,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,3,2000,1.0
IN,2000-04-01,24.0,24.49,39.37,-67.0,256.0,242,35826,593,36420,1.7,71.2,4,2000,0.8660254037844387
IN,2000-05-01,169.0,39.29,47.5,28.0,317.0,242,35826,593,36420,1.7,71.2,5,2000,0.49999999999999994
IN,2000-06-01,30.7,44.32,62.58,50.0,339.0,242,35826,593,36420,1.7,71.2,6,2000,1.2246467991473532e-16
IN,2000-07-01,1.7,25.12,54.53,44.0,372.0,242,35826,593,36420,1.7,71.2,7,2000,-0.4999999999999997
IN,2000-09-01,30.0,33.61,40.36,11.0,344.0,242,35826,593,36420,1.7,71.2,9,2000,-1.0
IN,2000-10-01,13.7,14.48,29.53,-33.0,300.0,242,35826,593,36420,1.7,71.2,10,2000,-0.8660254037844386
IN,2000-11-01,18.8,36.41,27.88,-17.0,267.0,242,35826,593,36420,1.7,71.2,11,2000,-0.5000000000000004
IN,2001-02-01,216.3,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,2,2001,0.8660254037844386
IN,2001-03-01,232.7,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,3,2001,1.0
IN,2001-04-01,496.7,26.82,46.9,-44.0,300.0,242,35826,593,36420,1.7,71.2,4,2001,0.8660254037844387
IN,2001-05-01,31.8,33.66,54.62,0.0,344.0,242,35826,593,36420,1.7,71.2,5,2001,0.49999999999999994
IN,2001-06-01,0.4,31.46,53.23,56.0,344.0,242,35826,593,36420,1.7,71.2,6,2001,1.2246467991473532e-16
IN,2001-07-01,7.6,35.06,61.09,56.0,350.0,242,35826,593,36420,1.7,71.2,7,2001,-0.4999999999999997
IN,2001-08-01,0.6000000000000001,26.89,47.51,83.0,344.0,242,35826,593,36420,1.7,71.2,8,2001,-0.8660254037844384
IN,2001-09-01,13.3,23.83,39.25,22.0,328.0,242,35826,593,36420,1.7,71.2,9,2001,-1.0
IN,2001-10-01,135.3,49.37,29.72,-61.0,289.0,242,35826,593,36420,1.7,71.2,10,2001,-0.8660254037844386
IN,2001-11-01,29.7,11.1,19.3,-22.0,217.0,242,35826,593,36420,1.7,71.2,11,2001,-0.5000000000000004
IN,2001-12-01,3.2,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,12,2001,-2.4492935982947064e-16
IN,2002-01-01,2.8,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,1,2002,0.49999999999999994
IN,2002-02-01,53.7,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,2,2002,0.8660254037844386
IN,2002-03-01,30.4,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,3,2002,1.0
IN,2002-04-01,509.4,51.88,41.15,-28.0,306.0,242,35826,593,36420,1.7,71.2,4,2002,0.8660254037844387
IN,2002-05-01,0.2,39.04,43.51,-28.0,294.0,242,35826,593,36420,1.7,71.2,5,2002,0.49999999999999994
IN,2002-06-01,6.3,21.22,60.08,72.0,356.0,242,35826,593,36420,1.7,71.2,6,2002,1.2246467991473532e-16
IN,2002-07-01,48.0,17.54,67.39,89.0,383.0,242,35826,593,36420,1.7,71.2,7,2002,-0.4999999999999997
IN,2002-08-01,37.3,20.17,53.9,94.0,383.0,242,35826,593,36420,1.7,71.2,8,2002,-0.8660254037844384
IN,2002-09-01,18.1,19.7,42.85,33.0,361.0,242,35826,593,36420,1.7,71.2,9,2002,-1.0
IN,2002-10-01,37.2,14.35,27.17,-39.0,311.0,242,35826,593,36420,1.7,71.2,10,2002,-0.8660254037844386
IN,2002-11-01,2.0,18.38,18.04,-39.0,194.0,242,35826,593,36420,1.7,71.2,11,2002,-0.5000000000000004
IN,2002-12-01,20.8,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,12,2002,-2.4492935982947064e-16
IN,2003-01-01,0.3,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,1,2003,0.49999999999999994
IN,2003-02-01,0.2,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,2,2003,0.8660254037844386
IN,2003-03-01,277.4,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,3,2003,1.0
IN,2003-04-01,1106.0,25.24,46.03,-50.0,300.0,242,35826,593,36420,1.7,71.2,4,2003,0.8660254037844387
IN,2003-05-01,1.0,49.49,45.3,6.0,333.0,242,35826,593,36420,1.7,71.2,5,2003,0.49999999999999994
IN,2003-06-01,8.2,25.04,55.64,17.0,339.0,242,35826,593,36420,1.7,71.2,6,2003,1.2246467991473532e-16
IN,2003-07-01,4.6,54.82,61.99,83.0,367.0,242,35826,593,36420,1.7,71.2,7,2003,-0.4999999999999997
IN,2003-08-01,0.5,19.5,52.76,111.0,344.0,242,35826,593,36420,1.7,71.2,8,2003,-0.8660254037844384
IN,2003-09-01,0.2,39.59,38.65,-11.0,300.0,242,35826,593,36420,1.7,71.2,9,2003,-1.0
IN,2003-10-01,18.4,17.85,27.45,-39.0,289.0,242,35826,593,36420,1.7,71.2,10,2003,-0.8660254037844386
IN,2003-11-01,5.0,12.38,23.38,-17.0,267.0,242,35826,593,36420,1.7,71.2,11,2003,-0.5000000000000004
IN,2003-12-01,2.2,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,12,2003,-2.4492935982947064e-16
IN,2004-01-01,0.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,1,2004,0.49999999999999994
IN,2004-02-01,202.46,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,2,2004,0.8660254037844386
IN,2004-03-01,90.55,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,3,2004,1.0
IN,2004-04-01,52.9,11.01,50.36,-50.0,311.0,242,35826,593,36420,1.7,71.2,4,2004,0.8660254037844387
IN,2004-05-01,1.6,45.5,51.37,-33.0,333.0,242,35826,593,36420,1.7,71.2,5,2004,0.49999999999999994
IN,2004-06-01,5.7,27.97,60.41,56.0,339.0,242,35826,593,36420,1.7,71.2,6,2004,1.2246467991473532e-16
IN,2004-07-01,2.5,30.1,58.1,83.0,333.0,242,35826,593,36420,1.7,71.2,7,2004,-0.4999999999999997
IN,2004-08-01,2.7,41.9,45.05,56.0,317.0,242,35826,593,36420,1.7,71.2,8,2004,-0.8660254037844384
IN,2004-09-01,12.3,4.98,45.28,-6.0,322.0,242,35826,593,36420,1.7,71.2,9,2004,-1.0
IN,2004-10-01,383.3,19.75,26.29,-44.0,278.0,242,35826,593,36420,1.7,71.2,10,2004,-0.8660254037844386
IN,2004-11-01,31.1,50.0,17.83,-6.0,178.0,242,35826,593,36420,1.7,71.2,11,2004,-0.5000000000000004
IN,2004-12-01,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,12,2004,-2.4492935982947064e-16
IN,2005-02-01,0.7,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,2,2005,0.8660254037844386
IN,2005-03-01,142.4,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,3,2005,1.0
IN,2005-04-01,96.6,24.85,47.37,-150.0,294.0,242,35826,593,36420,1.7,71.2,4,2005,0.8660254037844387
IN,2005-05-01,158.5,14.39,52.32,-33.0,317.0,242,35826,593,36420,1.7,71.2,5,2005,0.49999999999999994
IN,2005-06-01,1.2000000000000002,23.66,66.15,56.0,356.0,242,35826,593,36420,1.7,71.2,6,2005,1.2246467991473532e-16
IN,2005-07-01,3.3000000000000003,35.23,63.39,89.0,361.0,242,35826,593,36420,1.7,71.2,7,2005,-0.4999999999999997
IN,2005-08-01,12.2,24.87,51.1,94.0,344.0,242,35826,593,36420,1.7,71.2,8,2005,-0.8660254037844384
IN,2005-09-01,1.9,29.27,45.69,22.0,339.0,242,35826,593,36420,1.7,71.2,9,2005,-1.0
IN,2005-10-01,23.8,14.97,28.92,-44.0,311.0,242,35826,593,36420,1.7,71.2,10,2005,-0.8660254037844386
IN,2005-11-01,133.9,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,11,2005,-0.5000000000000004
IN,2005-12-01,1.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,12,2005,-2.4492935982947064e-16
IN,2006-01-01,1.3,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,1,2006,0.49999999999999994
IN,2006-02-01,366.95,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,2,2006,0.8660254037844386
IN,2006-03-01,131.8,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,3,2006,1.0
IN,2006-04-01,470.1,28.38,51.52,-44.0,289.0,242,35826,593,36420,1.7,71.2,4,2006,0.8660254037844387
IN,2006-05-01,1.8,38.68,47.75,17.0,333.0,242,35826,593,36420,1.7,71.2,5,2006,0.49999999999999994
IN,2006-06-01,2.5,31.64,59.86,94.0,356.0,242,35826,593,36420,1.7,71.2,6,2006,1.2246467991473532e-16
IN,2006-07-01,0.6000000000000001,31.1,59.13,100.0,350.0,242,35826,593,36420,1.7,71.2,7,2006,-0.4999999999999997
IN,2006-08-01,1.3,26.19,48.13,94.0,339.0,242,35826,593,36420,1.7,71.2,8,2006,-0.8660254037844384
IN,2006-09-01,0.6,30.42,32.66,11.0,311.0,242,35826,593,36420,1.7,71.2,9,2006,-1.0
IN,2006-10-01,1.1,32.98,26.36,-67.0,300.0,242,35826,593,36420,1.7,71.2,10,2006,-0.8660254037844386
IN,2006-11-01,5.6,0.0,14.0,-61.0,106.0,242,35826,593,36420,1.7,71.2,11,2006,-0.5000000000000004
IN,2006-12-01,3.7,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,12,2006,-2.4492935982947064e-16
IN,2007-02-01,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,2,2007,0.8660254037844386
IN,2007-03-01,1649.11,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,3,2007,1.0
IN,2007-04-01,352.7,45.31,43.35,-56.0,278.0,242,35826,593,36420,1.7,71.2,4,2007,0.8660254037844387
IN,2007-05-01,5.8,14.59,66.72,11.0,322.0,242,35826,593,36420,1.7,71.2,5,2007,0.49999999999999994
IN,2007-06-01,6.5,26.19,65.88,50.0,339.0,242,35826,593,36420,1.7,71.2,6,2007,1.2246467991473532e-16
IN,2007-07-01,10.3,18.72,66.16,78.0,344.0,242,35826,593,36420,1.7,71.2,7,2007,-0.4999999999999997
IN,2007-08-01,9.2,52.98,57.67,89.0,356.0,242,35826,593,36420,1.7,71.2,8,2007,-0.8660254037844384
IN,2007-09-01,44.1,15.67,49.36,11.0,344.0,242,35826,593,36420,1.7,71.2,9,2007,-1.0
IN,2007-10-01,8.6,26.35,33.76,-11.0,328.0,242,35826,593,36420,1.7,71.2,10,2007,-0.8660254037844386
IN,2007-11-01,21.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,11,2007,-0.5000000000000004
IN,2007-12-01,1.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,12,2007,-2.4492935982947064e-16
IN,2008-01-01,1.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,1,2008,0.49999999999999994
IN,2008-02-01,1.9,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,2,2008,0.8660254037844386
IN,2008-03-01,5.2,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,3,2008,1.0
IN,2008-04-01,88.0,21.19,40.51,-50.0,278.0,242,35826,593,36420,1.7,71.2,4,2008,0.8660254037844387
IN,2008-05-01,1.3,33.08,46.37,-6.0,294.0,242,35826,593,36420,1.7,71.2,5,2008,0.49999999999999994
IN,2008-06-01,2.9,45.55,70.15,94.0,339.0,242,35826,593,36420,1.7,71.2,6,2008,1.2246467991473532e-16
IN,2008-07-01,0.1,30.33,62.01,67.0,328.0,242,35826,593,36420,1.7,71.2,7,2008,-0.4999999999999997
IN,2008-08-01,1.4,17.24,56.78,83.0,350.0,242,35826,593,36420,1.7,71.2,8,2008,-0.8660254037844384
IN,2008-09-01,1.8,19.09,43.35,56.0,356.0,242,35826,593,36420,1.7,71.2,9,2008,-1.0
IN,2008-10-01,5.2,14.78,27.63,-44.0,300.0,242,35826,593,36420,1.7,71.2,10,2008,-0.8660254037844386
IN,2008-11-01,34.5,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,11,2008,-0.5000000000000004
IN,2009-03-01,96.75,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,3,2009,1.0
IN,2009-04-01,9.0,39.5,43.28,-89.0,306.0,242,35826,593,36420,1.7,71.2,4,2009,0.8660254037844387
IN,2009-05-01,0.2,34.6,51.6,6.0,306.0,242,35826,593,36420,1.7,71.2,5,2009,0.49999999999999994
IN,2009-06-01,0.8,33.7,58.76,44.0,344.0,242,35826,593,36420,1.7,71.2,6,2009,1.2246467991473532e-16
IN,2009-07-01,0.6,17.66,48.84,61.0,317.0,242,35826,593,36420,1.7,71.2,7,2009,-0.4999999999999997
IN,2009-08-01,0.4,25.87,51.28,39.0,333.0,242,35826,593,36420,1.7,71.2,8,2009,-0.8660254037844384
IN,2009-11-01,1.35,17.67,14.7,-22.0,222.0,242,35826,593,36420,1.7,71.2,11,2009,-0.5000000000000004
IN,2010-03-01,84.8,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,3,2010,1.0
IN,2010-04-01,28.4,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,4,2010,0.8660254037844387
IN,2010-05-01,1.3,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,5,2010,0.49999999999999994
IN,2010-07-01,0.6,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,7,2010,-0.4999999999999997
IN,2010-08-01,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,8,2010,-0.8660254037844384
IN,2010-09-01,13.85,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,9,2010,-1.0
IN,2010-10-01,39.75,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,10,2010,-0.8660254037844386
IN,2010-11-01,1401.3,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,242,35826,593,36420,1.7,71.2,11,2010,-0.5000000000000004
KS,1992-02-01,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,2,1992,0.8660254037844386
KS,1992-03-01,3.0,47.21,29.71,-22.0,256.0,610,81759,520,82278,0.5,72.3,3,1992,1.0
KS,1992-04-01,74.0,5.67,52.64,-83.0,322.0,610,81759,520,82278,0.5,72.3,4,1992,0.8660254037844387
KS,1992-05-01,8.7,16.27,75.25,-44.0,367.0,610,81759,520,82278,0.5,72.3,5,1992,0.49999999999999994
KS,1992-06-01,142.5,36.36,60.0,72.0,372.0,610,81759,520,82278,0.5,72.3,6,1992,1.2246467991473532e-16
KS,1992-07-01,3.0,41.73,75.84,56.0,389.0,610,81759,520,82278,0.5,72.3,7,1992,-0.4999999999999997
KS,1992-09-01,0.1,15.88,67.35,17.0,367.0,610,81759,520,82278,0.5,72.3,9,1992,-1.0
KS,1992-10-01,20.2,11.99,40.52,-89.0,328.0,610,81759,520,82278,0.5,72.3,10,1992,-0.8660254037844386
KS,1993-03-01,0.2,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,3,1993,1.0
KS,1993-04-01,189.0,14.18,45.32,-67.0,283.0,610,81759,520,82278,0.5,72.3,4,1993,0.8660254037844387
KS,1993-07-01,2.0,66.26,79.64,89.0,394.0,610,81759,520,82278,0.5,72.3,7,1993,-0.4999999999999997
KS,1993-08-01,12.0,34.98,69.31,56.0,389.0,610,81759,520,82278,0.5,72.3,8,1993,-0.8660254037844384
KS,1993-09-01,6.0,16.96,47.74,-11.0,361.0,610,81759,520,82278,0.5,72.3,9,1993,-1.0
KS,1993-12-01,1600.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,12,1993,-2.4492935982947064e-16
KS,1994-02-01,12000.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,2,1994,0.8660254037844386
KS,1994-03-01,41184.6,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,3,1994,1.0
KS,1994-04-01,30157.0,20.74,59.76,-117.0,344.0,610,81759,520,82278,0.5,72.3,4,1994,0.8660254037844387
KS,1994-05-01,5.0,10.44,74.27,-22.0,378.0,610,81759,520,82278,0.5,72.3,5,1994,0.49999999999999994
KS,1994-06-01,3.3,26.19,95.53,50.0,406.0,610,81759,520,82278,0.5,72.3,6,1994,1.2246467991473532e-16
KS,1994-07-01,928.4,43.63,87.01,72.0,406.0,610,81759,520,82278,0.5,72.3,7,1994,-0.4999999999999997
KS,1994-08-01,30.0,9.98,81.86,33.0,406.0,610,81759,520,82278,0.5,72.3,8,1994,-0.8660254037844384
KS,1994-09-01,65.0,6.08,65.36,6.0,378.0,610,81759,520,82278,0.5,72.3,9,1994,-1.0
KS,1994-10-01,40.8,11.42,42.49,-56.0,344.0,610,81759,520,82278,0.5,72.3,10,1994,-0.8660254037844386
KS,1994-12-01,46.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,12,1994,-2.4492935982947064e-16
KS,1995-02-01,1001.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,2,1995,0.8660254037844386
KS,1995-03-01,138.3,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,3,1995,1.0
KS,1995-04-01,801.0,18.35,44.35,-78.0,322.0,610,81759,520,82278,0.5,72.3,4,1995,0.8660254037844387
KS,1995-05-01,10.0,62.13,42.75,0.0,300.0,610,81759,520,82278,0.5,72.3,5,1995,0.49999999999999994
KS,1995-06-01,2.0,22.25,74.16,44.0,389.0,610,81759,520,82278,0.5,72.3,6,1995,1.2246467991473532e-16
KS,1995-07-01,7.5,17.41,88.21,61.0,439.0,610,81759,520,82278,0.5,72.3,7,1995,-0.4999999999999997
KS,1995-08-01,2.3,16.09,93.94,72.0,411.0,610,81759,520,82278,0.5,72.3,8,1995,-0.8660254037844384
KS,1995-09-01,0.3,18.6,56.01,-28.0,394.0,610,81759,520,82278,0.5,72.3,9,1995,-1.0
KS,1995-10-01,1375.1,2.34,52.3,-89.0,339.0,610,81759,520,82278,0.5,72.3,10,1995,-0.8660254037844386
KS,1995-11-01,1200.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,11,1995,-0.5000000000000004
KS,1995-12-01,0.4,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,12,1995,-2.4492935982947064e-16
KS,1996-01-01,4000.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,1,1996,0.49999999999999994
KS,1996-02-01,70789.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,2,1996,0.8660254037844386
KS,1996-03-01,194.2,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,3,1996,1.0
KS,1996-04-01,71158.8,6.73,74.34,-72.0,339.0,610,81759,520,82278,0.5,72.3,4,1996,0.8660254037844387
KS,1996-05-01,1267.0,35.81,61.77,-6.0,394.0,610,81759,520,82278,0.5,72.3,5,1996,0.49999999999999994
KS,1996-06-01,160.3,23.37,82.69,39.0,383.0,610,81759,520,82278,0.5,72.3,6,1996,1.2246467991473532e-16
KS,1996-08-01,1.1,30.2,62.49,100.0,378.0,610,81759,520,82278,0.5,72.3,8,1996,-0.8660254037844384
KS,1997-01-01,5.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,1,1997,0.49999999999999994
KS,1997-02-01,6000.0,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,2,1997,0.8660254037844386
KS,1997-03-01,5223.1,0.0,69.5,-6.0,239.0,610,81759,520,82278,0.5,72.3,3,1997,1.0
KS,1997-04-01,54.1,13.98,52.37,-78.0,328.0,610,81759,520,82278,0.5,72.3,4,1997,0.8660254037844387
KS,1997-07-01,67.0,21.45,94.82,72.0,406.0,610,81759,520,82278,0.5,72.3,7,1997,-0.4999999999999997
KS,1997-09-01,3.1,15.92,59.0,50.0,394.0,610,81759,520,82278,0.5,72.3,9,1997,-1.0
KS,1997-10-01,3.5,15.47,48.67,-39.0,367.0,610,81759,520,82278,0.5,72.3,10,1997,-0.8660254037844386
KS,1997-11-01,54.6,0.0,14.75,-22.0,200.0,610,81759,520,82278,0.5,72.3,11,1997,-0.5000000000000004
KS,1998-02-01,85.9,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,2,1998,0.8660254037844386
KS,1998-03-01,242.2,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,3,1998,1.0
KS,1998-04-01,1327.2,18.63,55.21,-72.0,328.0,610,81759,520,82278,0.5,72.3,4,1998,0.8660254037844387
KS,1998-05-01,59.3,17.97,71.63,-11.0,383.0,610,81759,520,82278,0.5,72.3,5,1998,0.49999999999999994
KS,1998-06-01,772.3,14.45,98.86,-6.0,428.0,610,81759,520,82278,0.5,72.3,6,1998,1.2246467991473532e-16
KS,1998-07-01,100.1,46.15,81.06,133.0,411.0,610,81759,520,82278,0.5,72.3,7,1998,-0.4999999999999997
KS,1998-09-01,2620.1,9.48,72.49,44.0,400.0,610,81759,520,82278,0.5,72.3,9,1998,-1.0
KS,1999-01-01,0.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,1,1999,0.49999999999999994
KS,1999-02-01,2.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,2,1999,0.8660254037844386
KS,1999-03-01,42.1,22.187598769705254,36.501526426424135,-29.51584264995739,282.5082348568138,610,81759,520,82278,0.5,72.3,3,1999,1.0
KS,1999-04-01,905.1,30.45,50.68,-78.0,300.0,610,81759,520,82278,0.5,72.3,4,1999,0.8660254037844387
KS,1999-05-01,1382.9,28.41,69.24,-22.0,339.0,610,81759,520,82278,0.5,72.3,5,1999,0.49999999999999994
KS,1999-07-01,42.5,19.74,96.77,83.0,417.0,610,81759,520,82278,0.5,72.3,7,1999,-0.4999999999999997
KS,1999-08-01,240.2,32.13,77.44,106.0,389.0,610,81759,520,82278,0.5,72.3,8,1999,-0.8660254037844384
KS,1999-09-01,0.1,14.72,59.29,-17.0,389.0,610,81759,520,82278,0.5,72.3,9,1999,-1.0
