STATE,TOTAL_FIRE_SIZE,PRCP,EVAP,TMIN,TMAX,MEAN_ELEVATION,LAND_AREA,WATER_AREA,TOTAL_AREA,PERCENTAGE_FEDERAL_LAND,URBANIZATION_RATE,MONTH,YEAR,MONTH_SIN
HI,,13.88,54.59,144.0,294.0,920,6423,4509,10932,20.2,86.1,2,1997,0.8660254037844386
HI,,47.52,51.78,128.0,283.0,920,6423,4509,10932,20.2,86.1,3,1997,1.0
HI,50.3,21.28,58.9,156.0,300.0,920,6423,4509,10932,20.2,86.1,4,1997,0.8660254037844387
HI,0.5,46.2,68.45,161.0,306.0,920,6423,4509,10932,20.2,86.1,5,1997,0.49999999999999994
HI,,5.66,84.52,189.0,322.0,920,6423,4509,10932,20.2,86.1,6,1997,1.2246467991473532e-16
HI,,12.37,82.32,194.0,311.0,920,6423,4509,10932,20.2,86.1,7,1997,-0.4999999999999997
HI,,12.69,76.85,194.0,322.0,920,6423,4509,10932,20.2,86.1,8,1997,-0.8660254037844384
HI,,12.4,76.47,206.0,328.0,920,6423,4509,10932,20.2,86.1,9,1997,-1.0
HI,,22.12,61.05,183.0,317.0,920,6423,4509,10932,20.2,86.1,10,1997,-0.8660254037844386
HI,,13.95,54.12,167.0,317.0,920,6423,4509,10932,20.2,86.1,11,1997,-0.5000000000000004
HI,,11.88,43.83,128.0,283.0,920,6423,4509,10932,20.2,86.1,12,1997,-2.4492935982947064e-16
HI,,24.45,48.1,117.0,283.0,920,6423,4509,10932,20.2,86.1,1,1998,0.49999999999999994
HI,2996.1,4.0,59.68,122.0,289.0,920,6423,4509,10932,20.2,86.1,2,1998,0.8660254037844386
HI,783.2,6.79,67.39,156.0,306.0,920,6423,4509,10932,20.2,86.1,3,1998,1.0
HI,6500.0,8.93,77.44,156.0,294.0,920,6423,4509,10932,20.2,86.1,4,1998,0.8660254037844387
HI,2635.0,5.98,81.61,156.0,289.0,920,6423,4509,10932,20.2,86.1,5,1998,0.49999999999999994
HI,552.1,9.25,74.83,178.0,300.0,920,6423,4509,10932,20.2,86.1,6,1998,1.2246467991473532e-16
HI,180.0,6.65,79.24,183.0,322.0,920,6423,4509,10932,20.2,86.1,7,1998,-0.4999999999999997
HI,14596.7,23.34,80.95,194.0,322.0,920,6423,4509,10932,20.2,86.1,8,1998,-0.8660254037844384
HI,0.1,5.65,80.22,194.0,322.0,920,6423,4509,10932,20.2,86.1,9,1998,-1.0
HI,3420.0,4.47,71.71,183.0,306.0,920,6423,4509,10932,20.2,86.1,10,1998,-0.8660254037844386
HI,,13.38,55.08,178.0,306.0,920,6423,4509,10932,20.2,86.1,11,1998,-0.5000000000000004
HI,12.0,12.95,48.08,144.0,283.0,920,6423,4509,10932,20.2,86.1,12,1998,-2.4492935982947064e-16
HI,,24.71,45.36,144.0,283.0,920,6423,4509,10932,20.2,86.1,1,1999,0.49999999999999994
HI,0.1,5.49,58.13,144.0,283.0,920,6423,4509,10932,20.2,86.1,2,1999,0.8660254037844386
HI,,6.79,67.34,0.0,289.0,920,6423,4509,10932,20.2,86.1,3,1999,1.0
HI,0.1,15.27,73.45,156.0,289.0,920,6423,4509,10932,20.2,86.1,4,1999,0.8660254037844387
HI,69.0,25.18,70.69,183.0,300.0,920,6423,4509,10932,20.2,86.1,5,1999,0.49999999999999994
HI,60.1,6.52,81.66,183.0,311.0,920,6423,4509,10932,20.2,86.1,6,1999,1.2246467991473532e-16
HI,0.1,13.23,81.53,183.0,311.0,920,6423,4509,10932,20.2,86.1,7,1999,-0.4999999999999997
HI,10000.1,7.95,83.97,172.0,317.0,920,6423,4509,10932,20.2,86.1,8,1999,-0.8660254037844384
HI,,8.13,87.22,150.0,317.0,920,6423,4509,10932,20.2,86.1,9,1999,-1.0
HI,5000.0,28.92,67.95,178.0,317.0,920,6423,4509,10932,20.2,86.1,10,1999,-0.8660254037844386
HI,,10.52,57.82,161.0,300.0,920,6423,4509,10932,20.2,86.1,11,1999,-0.5000000000000004
HI,,26.34,41.06,133.0,278.0,920,6423,4509,10932,20.2,86.1,12,1999,-2.4492935982947064e-16
HI,0.1,11.11,48.42,128.0,278.0,920,6423,4509,10932,20.2,86.1,1,2000,0.49999999999999994
HI,1400.0,2.02,58.04,150.0,289.0,920,6423,4509,10932,20.2,86.1,2,2000,0.8660254037844386
HI,2756.5,4.79,75.87,161.0,283.0,920,6423,4509,10932,20.2,86.1,3,2000,1.0
HI,,15.6,71.3,150.0,289.0,920,6423,4509,10932,20.2,86.1,4,2000,0.8660254037844387
HI,,1.0,86.85,172.0,294.0,920,6423,4509,10932,20.2,86.1,5,2000,0.49999999999999994
HI,1008.0,5.0,88.77,183.0,306.0,920,6423,4509,10932,20.2,86.1,6,2000,1.2246467991473532e-16
HI,305.0,6.57,95.82,206.0,311.0,920,6423,4509,10932,20.2,86.1,7,2000,-0.4999999999999997
HI,200.0,5.48,98.79,194.0,311.0,920,6423,4509,10932,20.2,86.1,8,2000,-0.8660254037844384
HI,,21.47,80.27,189.0,322.0,920,6423,4509,10932,20.2,86.1,9,2000,-1.0
HI,,5.82,55.46,161.0,300.0,920,6423,4509,10932,20.2,86.1,12,2000,-2.4492935982947064e-16
HI,397.9,6.81,61.42,172.0,300.0,920,6423,4509,10932,20.2,86.1,1,2001,0.49999999999999994
HI,32.1,20.46,52.84,144.0,294.0,920,6423,4509,10932,20.2,86.1,2,2001,0.8660254037844386
HI,129.2,23.39,76.32,144.0,283.0,920,6423,4509,10932,20.2,86.1,3,2001,1.0
HI,12.5,17.63,81.53,200.0,278.0,920,6423,4509,10932,20.2,86.1,4,2001,0.8660254037844387
HI,30.6,5.21,90.15,178.0,311.0,920,6423,4509,10932,20.2,86.1,5,2001,0.49999999999999994
HI,111.7,17.98,88.03,189.0,317.0,920,6423,4509,10932,20.2,86.1,6,2001,1.2246467991473532e-16
HI,58.7,4.9,98.82,200.0,317.0,920,6423,4509,10932,20.2,86.1,7,2001,-0.4999999999999997
HI,134.65,8.18,96.61,200.0,322.0,920,6423,4509,10932,20.2,86.1,8,2001,-0.8660254037844384
HI,521.5,1.53,102.43,194.0,328.0,920,6423,4509,10932,20.2,86.1,9,2001,-1.0
HI,721.7,13.19,77.27,189.0,317.0,920,6423,4509,10932,20.2,86.1,10,2001,-0.8660254037844386
HI,179.6,56.3,67.03,172.0,289.0,920,6423,4509,10932,20.2,86.1,11,2001,-0.5000000000000004
HI,22.0,9.05,54.05,156.0,289.0,920,6423,4509,10932,20.2,86.1,12,2001,-2.4492935982947064e-16
HI,220.7,25.75,45.12,139.0,294.0,920,6423,4509,10932,20.2,86.1,1,2002,0.49999999999999994
HI,9.5,5.11,51.39,144.0,289.0,920,6423,4509,10932,20.2,86.1,2,2002,0.8660254037844386
HI,66.6,64.48,63.42,156.0,272.0,920,6423,4509,10932,20.2,86.1,3,2002,1.0
HI,8.0,11.83,65.03,144.0,283.0,920,6423,4509,10932,20.2,86.1,4,2002,0.8660254037844387
HI,3411.6,25.53,56.29,194.0,306.0,920,6423,4509,10932,20.2,86.1,5,2002,0.49999999999999994
HI,70.7,6.47,84.72,200.0,317.0,920,6423,4509,10932,20.2,86.1,6,2002,1.2246467991473532e-16
HI,2109.1,6.08,81.58,206.0,317.0,920,6423,4509,10932,20.2,86.1,7,2002,-0.4999999999999997
HI,288.9,11.11,77.64,206.0,344.0,920,6423,4509,10932,20.2,86.1,8,2002,-0.8660254037844384
HI,327.9,3.67,77.1,200.0,322.0,920,6423,4509,10932,20.2,86.1,9,2002,-1.0
HI,25.9,16.42,67.33,183.0,328.0,920,6423,4509,10932,20.2,86.1,10,2002,-0.8660254037844386
HI,349.6,13.2,45.39,150.0,306.0,920,6423,4509,10932,20.2,86.1,11,2002,-0.5000000000000004
HI,125.2,4.9,45.76,156.0,294.0,920,6423,4509,10932,20.2,86.1,12,2002,-2.4492935982947064e-16
HI,2112.3,14.61,46.95,122.0,283.0,920,6423,4509,10932,20.2,86.1,1,2003,0.49999999999999994
HI,1951.1,22.09,53.87,122.0,289.0,920,6423,4509,10932,20.2,86.1,2,2003,0.8660254037844386
HI,13.4,35.46,56.51,150.0,300.0,920,6423,4509,10932,20.2,86.1,3,2003,1.0
HI,4.8,10.22,69.92,178.0,300.0,920,6423,4509,10932,20.2,86.1,4,2003,0.8660254037844387
HI,5081.6,10.03,76.68,183.0,311.0,920,6423,4509,10932,20.2,86.1,5,2003,0.49999999999999994
HI,4696.2,7.18,75.67,200.0,322.0,920,6423,4509,10932,20.2,86.1,6,2003,1.2246467991473532e-16
HI,5248.3,11.05,86.11,194.0,322.0,920,6423,4509,10932,20.2,86.1,7,2003,-0.4999999999999997
HI,1468.3,3.97,92.58,194.0,328.0,920,6423,4509,10932,20.2,86.1,8,2003,-0.8660254037844384
HI,2759.1,11.58,73.93,189.0,322.0,920,6423,4509,10932,20.2,86.1,9,2003,-1.0
HI,117.4,2.87,56.16,194.0,322.0,920,6423,4509,10932,20.2,86.1,10,2003,-0.8660254037844386
HI,841.5,24.37,58.8,161.0,311.0,920,6423,4509,10932,20.2,86.1,11,2003,-0.5000000000000004
HI,3.6,31.64,46.86,167.0,294.0,920,6423,4509,10932,20.2,86.1,12,2003,-2.4492935982947064e-16
HI,5.6,53.63,48.53,139.0,289.0,920,6423,4509,10932,20.2,86.1,1,2004,0.49999999999999994
HI,28.6,35.81,53.98,150.0,294.0,920,6423,4509,10932,20.2,86.1,2,2004,0.8660254037844386
HI,19.4,12.08,59.9,133.0,300.0,920,6423,4509,10932,20.2,86.1,3,2004,1.0
HI,37.4,8.1,66.83,161.0,306.0,920,6423,4509,10932,20.2,86.1,4,2004,0.8660254037844387
HI,12.9,10.23,70.34,172.0,306.0,920,6423,4509,10932,20.2,86.1,5,2004,0.49999999999999994
HI,30.6,12.47,76.08,206.0,317.0,920,6423,4509,10932,20.2,86.1,6,2004,1.2246467991473532e-16
HI,704.5,8.16,86.15,200.0,328.0,920,6423,4509,10932,20.2,86.1,7,2004,-0.4999999999999997
HI,267.4,22.13,74.02,200.0,322.0,920,6423,4509,10932,20.2,86.1,8,2004,-0.8660254037844384
HI,1971.4,14.43,74.9,206.0,328.0,920,6423,4509,10932,20.2,86.1,9,2004,-1.0
HI,32.7,33.56,62.13,189.0,328.0,920,6423,4509,10932,20.2,86.1,10,2004,-0.8660254037844386
HI,6.3,26.45,45.84,172.0,306.0,920,6423,4509,10932,20.2,86.1,11,2004,-0.5000000000000004
HI,784.5,53.34,50.26,150.0,289.0,920,6423,4509,10932,20.2,86.1,12,2004,-2.4492935982947064e-16
HI,6.9,54.19,44.53,139.0,283.0,920,6423,4509,10932,20.2,86.1,1,2005,0.49999999999999994
HI,13.4,36.67,55.8,139.0,294.0,920,6423,4509,10932,20.2,86.1,2,2005,0.8660254037844386
HI,156.7,15.71,57.24,106.0,294.0,920,6423,4509,10932,20.2,86.1,3,2005,1.0
HI,119.5,8.46,72.86,167.0,300.0,920,6423,4509,10932,20.2,86.1,4,2005,0.8660254037844387
HI,3400.0,7.89,74.4,172.0,311.0,920,6423,4509,10932,20.2,86.1,5,2005,0.49999999999999994
HI,4013.8,7.12,83.47,194.0,317.0,920,6423,4509,10932,20.2,86.1,6,2005,1.2246467991473532e-16
HI,4653.6,4.35,86.89,200.0,317.0,920,6423,4509,10932,20.2,86.1,7,2005,-0.4999999999999997
HI,32378.8,2.98,84.86,194.0,328.0,920,6423,4509,10932,20.2,86.1,8,2005,-0.8660254037844384
HI,421.0,13.13,77.82,200.0,328.0,920,6423,4509,10932,20.2,86.1,9,2005,-1.0
HI,338.1,18.38,64.12,183.0,317.0,920,6423,4509,10932,20.2,86.1,10,2005,-0.8660254037844386
HI,21.0,10.76,49.86,172.0,317.0,920,6423,4509,10932,20.2,86.1,11,2005,-0.5000000000000004
HI,106.8,2.03,48.07,144.0,306.0,920,6423,4509,10932,20.2,86.1,12,2005,-2.4492935982947064e-16
HI,1371.6,11.02,47.84,150.0,300.0,920,6423,4509,10932,20.2,86.1,1,2006,0.49999999999999994
HI,353.2,43.62,53.08,139.0,278.0,920,6423,4509,10932,20.2,86.1,2,2006,0.8660254037844386
HI,2.1,142.64,53.87,167.0,289.0,920,6423,4509,10932,20.2,86.1,3,2006,1.0
HI,27.2,11.2,74.9,194.0,278.0,920,6423,4509,10932,20.2,86.1,4,2006,0.8660254037844387
HI,36.5,11.74,72.35,156.0,306.0,920,6423,4509,10932,20.2,86.1,5,2006,0.49999999999999994
HI,43.9,6.33,82.52,189.0,317.0,920,6423,4509,10932,20.2,86.1,6,2006,1.2246467991473532e-16
HI,1056.0,15.69,84.23,189.0,322.0,920,6423,4509,10932,20.2,86.1,7,2006,-0.4999999999999997
HI,5013.2,17.53,75.98,200.0,328.0,920,6423,4509,10932,20.2,86.1,8,2006,-0.8660254037844384
HI,3764.1,9.3,71.03,194.0,328.0,920,6423,4509,10932,20.2,86.1,9,2006,-1.0
HI,1025.05,26.08,52.32,161.0,322.0,920,6423,4509,10932,20.2,86.1,10,2006,-0.8660254037844386
HI,773.7,13.88,44.62,172.0,311.0,920,6423,4509,10932,20.2,86.1,11,2006,-0.5000000000000004
HI,29.6,5.61,41.26,161.0,306.0,920,6423,4509,10932,20.2,86.1,12,2006,-2.4492935982947064e-16
HI,4978.4,11.58,45.45,150.0,289.0,920,6423,4509,10932,20.2,86.1,1,2007,0.49999999999999994
HI,3022.7,9.66,53.12,133.0,294.0,920,6423,4509,10932,20.2,86.1,2,2007,0.8660254037844386
HI,424.6,31.9,56.68,156.0,294.0,920,6423,4509,10932,20.2,86.1,3,2007,1.0
HI,563.2,5.47,74.08,139.0,300.0,920,6423,4509,10932,20.2,86.1,4,2007,0.8660254037844387
HI,164.6,3.33,76.28,178.0,322.0,920,6423,4509,10932,20.2,86.1,5,2007,0.49999999999999994
HI,5518.3,2.62,84.62,183.0,322.0,920,6423,4509,10932,20.2,86.1,6,2007,1.2246467991473532e-16
HI,14350.35,4.76,82.18,200.0,322.0,920,6423,4509,10932,20.2,86.1,7,2007,-0.4999999999999997
HI,7873.7,1.23,73.52,206.0,322.0,920,6423,4509,10932,20.2,86.1,8,2007,-0.8660254037844384
HI,240.2,2.17,66.87,200.0,328.0,920,6423,4509,10932,20.2,86.1,9,2007,-1.0
HI,2502.7,2.32,68.65,189.0,317.0,920,6423,4509,10932,20.2,86.1,10,2007,-0.8660254037844386
HI,9.2,50.39,41.96,167.0,317.0,920,6423,4509,10932,20.2,86.1,11,2007,-0.5000000000000004
HI,27.2,38.16,45.55,178.0,294.0,920,6423,4509,10932,20.2,86.1,12,2007,-2.4492935982947064e-16
HI,115.7,10.0,53.87,167.0,256.0,920,6423,4509,10932,20.2,86.1,1,2008,0.49999999999999994
HI,8.1,8.88,45.75,150.0,283.0,920,6423,4509,10932,20.2,86.1,2,2008,0.8660254037844386
HI,3791.7,1.61,65.52,172.0,283.0,920,6423,4509,10932,20.2,86.1,3,2008,1.0
HI,49.4,12.55,68.24,150.0,306.0,920,6423,4509,10932,20.2,86.1,4,2008,0.8660254037844387
HI,154.5,5.77,78.21,172.0,306.0,920,6423,4509,10932,20.2,86.1,5,2008,0.49999999999999994
HI,166.5,0.63,67.33,189.0,306.0,920,6423,4509,10932,20.2,86.1,6,2008,1.2246467991473532e-16
HI,108.9,1.38,66.21,194.0,322.0,920,6423,4509,10932,20.2,86.1,7,2008,-0.4999999999999997
HI,401.0,4.54,69.15,189.0,322.0,920,6423,4509,10932,20.2,86.1,8,2008,-0.8660254037844384
HI,245.53,9.6,69.88,189.0,317.0,920,6423,4509,10932,20.2,86.1,9,2008,-1.0
HI,104.76,15.97,58.44,189.0,311.0,920,6423,4509,10932,20.2,86.1,10,2008,-0.8660254037844386
HI,565.25,32.69,51.92,161.0,300.0,920,6423,4509,10932,20.2,86.1,11,2008,-0.5000000000000004
HI,417.3,43.61,38.75,172.0,283.0,920,6423,4509,10932,20.2,86.1,12,2008,-2.4492935982947064e-16
HI,7.51,12.88,45.14,128.0,278.0,920,6423,4509,10932,20.2,86.1,1,2009,0.49999999999999994
HI,33.61,6.91,51.62,128.0,283.0,920,6423,4509,10932,20.2,86.1,2,2009,0.8660254037844386
HI,753.66,10.07,57.55,128.0,278.0,920,6423,4509,10932,20.2,86.1,3,2009,1.0
HI,36.9,3.0,68.74,150.0,283.0,920,6423,4509,10932,20.2,86.1,4,2009,0.8660254037844387
HI,36.77,1.75,63.93,161.0,311.0,920,6423,4509,10932,20.2,86.1,5,2009,0.49999999999999994
HI,129.35,3.15,78.77,189.0,311.0,920,6423,4509,10932,20.2,86.1,6,2009,1.2246467991473532e-16
HI,1002.94,20.08,78.47,189.0,317.0,920,6423,4509,10932,20.2,86.1,7,2009,-0.4999999999999997
HI,8070.8,16.85,84.18,200.0,333.0,920,6423,4509,10932,20.2,86.1,8,2009,-0.8660254037844384
HI,711.74,4.37,75.21,178.0,311.0,920,6423,4509,10932,20.2,86.1,9,2009,-1.0
HI,65.61,14.36,57.89,189.0,317.0,920,6423,4509,10932,20.2,86.1,10,2009,-0.8660254037844386
HI,29.61,26.96,52.3,178.0,306.0,920,6423,4509,10932,20.2,86.1,11,2009,-0.5000000000000004
HI,923.9,3.83,45.5,144.0,294.0,920,6423,4509,10932,20.2,86.1,12,2009,-2.4492935982947064e-16
HI,24.05,18.800434782608697,43.08391304347826,134.7826086956522,284.2608695652174,920,6423,4509,10932,20.2,86.1,1,2010,0.49999999999999994
HI,524.61,16.60217391304348,48.9408695652174,135.34782608695653,286.7826086956522,920,6423,4509,10932,20.2,86.1,2,2010,0.8660254037844386
HI,1262.9,25.721739130434784,59.82173913043478,138.2173913043478,289.4782608695652,920,6423,4509,10932,20.2,86.1,3,2010,1.0
HI,174.88,10.398181818181818,67.9940909090909,159.36363636363637,296.22727272727275,920,6423,4509,10932,20.2,86.1,4,2010,0.8660254037844387
HI,1027.53,10.677727272727273,71.66181818181818,169.63636363636363,306.90909090909093,920,6423,4509,10932,20.2,86.1,5,2010,0.49999999999999994
HI,7307.14,6.776818181818182,79.77590909090908,189.36363636363637,314.22727272727275,920,6423,4509,10932,20.2,86.1,6,2010,1.2246467991473532e-16
HI,1323.34,8.030909090909091,80.46681818181818,193.5909090909091,319.0,920,6423,4509,10932,20.2,86.1,7,2010,-0.4999999999999997
HI,2424.0,8.751818181818182,80.59136363636364,195.13636363636363,324.22727272727275,920,6423,4509,10932,20.2,86.1,8,2010,-0.8660254037844384
HI,835.84,8.682727272727274,72.44318181818181,190.86363636363637,324.3181818181818,920,6423,4509,10932,20.2,86.1,9,2010,-1.0
HI,140.55,16.475714285714286,60.51285714285714,182.76190476190476,318.57142857142856,920,6423,4509,10932,20.2,86.1,10,2010,-0.8660254037844386
HI,138.18,20.424761904761905,50.96190476190476,166.14285714285714,306.57142857142856,920,6423,4509,10932,20.2,86.1,11,2010,-0.5000000000000004
HI,29.8,19.73227272727273,43.05409090909091,152.0909090909091,291.54545454545456,920,6423,4509,10932,20.2,86.1,12,2010,-2.4492935982947064e-16
IA,84.8,18.96153846153846,13.486923076923075,-23.53846153846154,201.0,340,55857,416,56273,0.3,63.2,3,1992,1.0
IA,0.5,40.39,40.76,-33.0,306.0,340,55857,416,56273,0.3,63.2,4,1992,0.8660254037844387
IA,,9.27,60.66,22.0,317.0,340,55857,416,56273,0.3,63.2,5,1992,0.49999999999999994
IA,,7.62,71.5,50.0,328.0,340,55857,416,56273,0.3,63.2,6,1992,1.2246467991473532e-16
IA,,70.81,50.98,100.0,328.0,340,55857,416,56273,0.3,63.2,7,1992,-0.4999999999999997
IA,,18.11,51.73,67.0,333.0,340,55857,416,56273,0.3,63.2,8,1992,-0.8660254037844384
IA,,41.99,43.04,6.0,294.0,340,55857,416,56273,0.3,63.2,9,1992,-1.0
IA,,7.23,31.75,-50.0,283.0,340,55857,416,56273,0.3,63.2,10,1992,-0.8660254037844386
IA,0.6,18.96153846153846,13.486923076923075,-23.53846153846154,201.0,340,55857,416,56273,0.3,63.2,3,1993,1.0
IA,0.1,33.1,35.66,-61.0,228.0,340,55857,416,56273,0.3,63.2,4,1993,0.8660254037844387
IA,,46.61,47.76,44.0,311.0,340,55857,416,56273,0.3,63.2,5,1993,0.49999999999999994
IA,,47.4,57.89,50.0,361.0,340,55857,416,56273,0.3,63.2,6,1993,1.2246467991473532e-16
IA,,88.91,54.79,128.0,344.0,340,55857,416,56273,0.3,63.2,7,1993,-0.4999999999999997
IA,,40.31,54.48,94.0,350.0,340,55857,416,56273,0.3,63.2,8,1993,-0.8660254037844384
IA,,31.45,38.7,11.0,317.0,340,55857,416,56273,0.3,63.2,9,1993,-1.0
IA,,9.93,34.24,-28.0,294.0,340,55857,416,56273,0.3,63.2,10,1993,-0.8660254037844386
IA,30.0,5.88,0.0,-111.66666666666667,124.11111111111111,340,55857,416,56273,0.3,63.2,12,1993,-2.4492935982947064e-16
IA,0.5,18.96153846153846,13.486923076923075,-23.53846153846154,201.0,340,55857,416,56273,0.3,63.2,3,1994,1.0
IA,104.9,22.58,61.34,-67.0,333.0,340,55857,416,56273,0.3,63.2,4,1994,0.8660254037844387
IA,,17.72,66.02,-11.0,322.0,340,55857,416,56273,0.3,63.2,5,1994,0.49999999999999994
IA,,34.7,66.73,78.0,350.0,340,55857,416,56273,0.3,63.2,6,1994,1.2246467991473532e-16
IA,,29.2,60.23,106.0,339.0,340,55857,416,56273,0.3,63.2,7,1994,-0.4999999999999997
IA,,27.04,55.16,83.0,350.0,340,55857,416,56273,0.3,63.2,8,1994,-0.8660254037844384
IA,,21.08,47.42,17.0,328.0,340,55857,416,56273,0.3,63.2,9,1994,-1.0
IA,,14.93,34.97,-28.0,322.0,340,55857,416,56273,0.3,63.2,10,1994,-0.8660254037844386
IA,2.0,18.96153846153846,13.486923076923075,-23.53846153846154,201.0,340,55857,416,56273,0.3,63.2,3,1995,1.0
IA,25.4,51.01,40.04,-83.0,244.0,340,55857,416,56273,0.3,63.2,4,1995,0.8660254037844387
IA,,44.25,45.61,22.0,272.0,340,55857,416,56273,0.3,63.2,5,1995,0.49999999999999994
IA,,33.29,61.54,72.0,350.0,340,55857,416,56273,0.3,63.2,6,1995,1.2246467991473532e-16
IA,,28.85,67.62,94.0,389.0,340,55857,416,56273,0.3,63.2,7,1995,-0.4999999999999997
IA,,19.97,60.67,133.0,356.0,340,55857,416,56273,0.3,63.2,8,1995,-0.8660254037844384
IA,,22.48,42.61,-22.0,311.0,340,55857,416,56273,0.3,63.2,9,1995,-1.0
IA,,12.4,36.52,-28.0,300.0,340,55857,416,56273,0.3,63.2,10,1995,-0.8660254037844386
IA,30.0,17.243000000000002,4.366,-59.5,171.0,340,55857,416,56273,0.3,63.2,11,1995,-0.5000000000000004
IA,516.6,18.96153846153846,13.486923076923075,-23.53846153846154,201.0,340,55857,416,56273,0.3,63.2,3,1996,1.0
IA,457.8,13.75,47.81,-56.0,289.0,340,55857,416,56273,0.3,63.2,4,1996,0.8660254037844387
IA,2.0,67.9,43.88,-6.0,322.0,340,55857,416,56273,0.3,63.2,5,1996,0.49999999999999994
IA,50.0,21.85,61.62,56.0,356.0,340,55857,416,56273,0.3,63.2,6,1996,1.2246467991473532e-16
IA,,20.95,65.6,106.0,356.0,340,55857,416,56273,0.3,63.2,7,1996,-0.4999999999999997
IA,,18.46,49.48,111.0,344.0,340,55857,416,56273,0.3,63.2,8,1996,-0.8660254037844384
IA,,19.6,41.81,28.0,306.0,340,55857,416,56273,0.3,63.2,9,1996,-1.0
IA,,15.12,40.13,-28.0,272.0,340,55857,416,56273,0.3,63.2,10,1996,-0.8660254037844386
IA,3.5,18.96153846153846,13.486923076923075,-23.53846153846154,201.0,340,55857,416,56273,0.3,63.2,3,1997,1.0
IA,89.5,23.63,40.98,-44.0,239.0,340,55857,416,56273,0.3,63.2,4,1997,0.8660254037844387
IA,,35.18,59.08,-11.0,311.0,340,55857,416,56273,0.3,63.2,5,1997,0.49999999999999994
IA,,25.3,68.68,100.0,350.0,340,55857,416,56273,0.3,63.2,6,1997,1.2246467991473532e-16
IA,,18.51,77.79,83.0,372.0,340,55857,416,56273,0.3,63.2,7,1997,-0.4999999999999997
IA,,24.9,51.22,106.0,344.0,340,55857,416,56273,0.3,63.2,8,1997,-0.8660254037844384
IA,,23.21,45.26,44.0,328.0,340,55857,416,56273,0.3,63.2,9,1997,-1.0
IA,,31.95,38.84,-39.0,350.0,340,55857,416,56273,0.3,63.2,10,1997,-0.8660254037844386
IA,,38.2,39.28,-6.0,261.0,340,55857,416,56273,0.3,63.2,4,1998,0.8660254037844387
IA,,35.57,56.92,61.0,333.0,340,55857,416,56273,0.3,63.2,5,1998,0.49999999999999994
IA,,56.25,53.11,44.0,350.0,340,55857,416,56273,0.3,63.2,6,1998,1.2246467991473532e-16
IA,,18.26,63.97,122.0,361.0,340,55857,416,56273,0.3,63.2,7,1998,-0.4999999999999997
IA,,33.19,54.71,122.0,361.0,340,55857,416,56273,0.3,63.2,8,1998,-0.8660254037844384
IA,,15.88,50.69,67.0,344.0,340,55857,416,56273,0.3,63.2,9,1998,-1.0
IA,,39.8,27.8,11.0,294.0,340,55857,416,56273,0.3,63.2,10,1998,-0.8660254037844386
IA,20.0,17.243000000000002,4.366,-59.5,171.0,340,55857,416,56273,0.3,63.2,11,1998,-0.5000000000000004
IA,50.0,5.88,0.0,-111.66666666666667,124.11111111111111,340,55857,416,56273,0.3,63.2,12,1998,-2.4492935982947064e-16
IA,198.4,18.96153846153846,13.486923076923075,-23.53846153846154,201.0,340,55857,416,56273,0.3,63.2,3,1999,1.0
IA,14.5,45.57,37.7,-11.0,250.0,340,55857,416,56273,0.3,63.2,4,1999,0.8660254037844387
IA,,36.22,56.06,28.0,300.0,340,55857,416,56273,0.3,63.2,5,1999,0.49999999999999994
IA,,47.61,59.2,61.0,333.0,340,55857,416,56273,0.3,63.2,6,1999,1.2246467991473532e-16
IA,,21.7,79.7,128.0,394.0,340,55857,416,56273,0.3,63.2,7,1999,-0.4999999999999997
IA,,17.91,57.3,106.0,333.0,340,55857,416,56273,0.3,63.2,8,1999,-0.8660254037844384
IA,1.0,19.3,49.5,17.0,344.0,340,55857,416,56273,0.3,63.2,9,1999,-1.0
IA,50.0,8.6,44.6,-56.0,300.0,340,55857,416,56273,0.3,63.2,10,1999,-0.8660254037844386
IA,171.7,17.243000000000002,4.366,-59.5,171.0,340,55857,416,56273,0.3,63.2,11,1999,-0.5000000000000004
IA,2.0,8.49625,0.0,-178.625,66.625,340,55857,416,56273,0.3,63.2,1,2000,0.49999999999999994
IA,5.0,16.228,0.0,-167.8,91.5,340,55857,416,56273,0.3,63.2,2,2000,0.8660254037844386
IA,1672.5,3.45,45.73,-17.0,217.0,340,55857,416,56273,0.3,63.2,3,2000,1.0
IA,54.0,15.37,52.64,-67.0,283.0,340,55857,416,56273,0.3,63.2,4,2000,0.8660254037844387
IA,0.2,25.25,59.18,22.0,350.0,340,55857,416,56273,0.3,63.2,5,2000,0.49999999999999994
IA,1.0,53.92,69.27,72.0,350.0,340,55857,416,56273,0.3,63.2,6,2000,1.2246467991473532e-16
IA,,29.85,75.75,106.0,333.0,340,55857,416,56273,0.3,63.2,7,2000,-0.4999999999999997
IA,,15.32,56.05,128.0,372.0,340,55857,416,56273,0.3,63.2,8,2000,-0.8660254037844384
IA,,28.6,59.84,22.0,383.0,340,55857,416,56273,0.3,63.2,9,2000,-1.0
IA,,17.13,35.01,-50.0,289.0,340,55857,416,56273,0.3,63.2,10,2000,-0.8660254037844386
IA,,28.67,25.33,39.0,244.0,340,55857,416,56273,0.3,63.2,11,2000,-0.5000000000000004
IA,2.0,22.91,57.47,-28.0,289.0,340,55857,416,56273,0.3,63.2,4,2001,0.8660254037844387
